===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 2.86 sec
Braking Distance (100-0): 53.5 meters
Peak Acceleration: 1.44 G
Peak Braking: 2.17 G
Peak Lateral Grip: 1.82 G
Peak Downforce Generated: 52529 N (approx 5355 kg)
Peak Engine Speed: 8287 RPM
Peak Manifold Pressure: 2.50 Bar
Top Speed Reached: 317.2 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load,FL_Slip,FL_SlipAng,FL_Trav,FL_RPM,FR_Load,FR_Slip,FR_SlipAng,FR_Trav,FR_RPM,RL_Load,RL_Slip,RL_SlipAng,RL_Trav,RL_RPM,RR_Load,RR_Slip,RR_SlipAng,RR_Trav,RR_RPM
14.300,Slalom,85.7,0.71,0.77,0.40,0.60,0.00,1.00,2,6328,505.5,1.50,-0.38,0.43,19.54,2707,330,3841,0.126,8.40,0.034,731,2322,0.373,13.34,0.022,858,5154,0.009,0.64,0.052,663,3635,0.059,0.65,0.040,680
14.320,Slalom,86.2,0.68,0.84,0.40,0.60,0.00,1.00,2,6298,507.2,1.50,-0.37,0.54,21.80,2729,333,4006,0.100,10.67,0.036,714,2216,0.378,16.78,0.021,851,5289,0.009,0.79,0.054,668,3500,0.063,0.81,0.039,686
14.340,Slalom,86.7,0.68,0.91,0.48,0.60,0.00,1.00,2,6278,508.5,1.50,-0.36,0.65,23.78,2752,337,4164,0.071,10.62,0.038,701,2107,0.363,16.72,0.020,845,5434,0.009,0.94,0.056,672,3377,0.067,0.97,0.037,691
14.360,Slalom,87.1,0.64,0.98,0.48,0.60,0.00,1.00,2,6270,509.0,1.50,-0.36,0.76,25.58,2774,340,4317,0.057,12.74,0.040,691,1997,0.376,19.92,0.018,842,5583,0.010,1.09,0.057,677,3263,0.070,1.12,0.036,697
14.380,Slalom,87.6,0.62,1.04,0.55,0.60,0.00,1.00,2,6283,508.3,1.50,-0.36,0.87,27.11,2794,344,4460,0.047,12.73,0.042,689,1887,0.369,19.91,0.017,841,5730,0.010,1.22,0.059,681,3157,0.074,1.26,0.035,702
14.400,Slalom,88.0,0.59,1.09,0.62,0.60,0.00,1.00,2,6297,507.5,1.50,-0.36,0.98,28.49,2812,347,4593,0.046,15.05,0.043,685,1780,0.400,23.38,0.015,843,5870,0.010,1.36,0.061,685,3056,0.077,1.40,0.033,707
14.420,Slalom,88.4,0.56,1.14,0.62,0.60,0.00,1.00,2,6314,506.5,1.50,-0.37,1.09,29.74,2828,350,4714,0.044,17.06,0.045,680,1677,0.435,26.40,0.014,847,5997,0.011,1.49,0.063,688,2961,0.081,1.54,0.032,712
14.440,Slalom,88.7,0.54,1.17,0.68,0.60,0.00,1.00,2,6349,504.4,1.50,-0.37,1.20,30.85,2842,352,4820,0.042,17.09,0.047,682,1581,0.439,26.43,0.012,852,6110,0.011,1.62,0.065,692,2870,0.086,1.68,0.030,718
14.460,Slalom,89.1,0.52,1.20,0.68,0.60,0.00,1.00,2,6373,503.0,1.50,-0.37,1.30,31.91,2855,355,4912,0.043,19.03,0.048,678,1491,0.483,29.32,0.011,858,6209,0.012,1.76,0.066,696,2788,0.090,1.82,0.029,723
14.480,Slalom,89.5,0.51,1.23,0.74,0.60,0.00,1.00,2,6410,500.9,1.50,-0.38,1.39,32.83,2867,358,4991,0.041,19.09,0.050,680,1409,0.490,29.38,0.010,865,6292,0.013,1.90,0.068,699,2711,0.094,1.97,0.028,728
14.500,Slalom,89.8,0.50,1.26,0.79,0.60,0.00,1.00,2,6432,499.6,1.50,-0.38,1.48,33.68,2877,360,5057,0.043,20.97,0.051,675,1336,0.540,32.16,0.008,871,6363,0.013,2.04,0.069,703,2642,0.097,2.12,0.027,733
14.520,Slalom,90.1,0.48,1.28,0.79,0.60,0.00,1.00,2,6449,498.5,1.50,-0.39,1.55,34.43,2886,363,5113,0.044,22.66,0.052,671,1272,0.589,34.67,0.007,876,6421,0.014,2.19,0.071,706,2579,0.100,2.27,0.026,737
14.540,Slalom,90.4,0.47,1.30,0.84,0.60,0.00,1.00,2,6478,496.8,1.50,-0.39,1.62,35.03,2894,365,5161,0.043,22.75,0.053,672,1217,0.595,34.76,0.006,881,6468,0.014,2.33,0.072,709,2523,0.103,2.42,0.025,741
14.560,Slalom,90.8,0.47,1.32,0.88,0.60,0.00,1.00,2,6493,495.9,1.50,-0.40,1.69,35.58,2902,368,5201,0.044,24.25,0.053,668,1170,0.643,36.97,0.005,885,6507,0.015,2.47,0.073,712,2476,0.105,2.57,0.024,745
14.580,Slalom,91.1,0.45,1.34,0.88,0.60,0.00,1.00,2,6504,495.3,1.50,-0.40,1.74,36.03,2909,370,5236,0.045,25.64,0.054,663,1132,0.690,39.00,0.004,888,6539,0.015,2.61,0.074,715,2436,0.107,2.71,0.023,749
14.600,Slalom,91.3,0.44,1.35,0.92,0.60,0.00,1.00,2,6524,494.1,1.50,-0.40,1.79,36.36,2915,372,5266,0.044,25.76,0.055,664,1103,0.693,39.12,0.003,891,6565,0.016,2.74,0.074,717,2402,0.109,2.85,0.023,752
14.620,Slalom,91.6,0.44,1.37,0.92,0.60,0.00,1.00,2,6530,493.7,1.50,-0.40,1.83,36.65,2921,374,5292,0.046,27.10,0.055,660,1080,0.741,41.08,0.002,893,6587,0.016,2.87,0.075,720,2376,0.110,2.99,0.022,755
14.640,Slalom,91.9,0.43,1.38,0.95,0.60,0.00,1.00,2,6546,492.8,1.50,-0.41,1.87,36.82,2928,377,5315,0.045,27.22,0.056,660,1064,0.742,41.21,0.002,894,6606,0.016,3.00,0.075,722,2355,0.111,3.12,0.022,758
14.660,Slalom,92.2,0.43,1.39,0.95,0.60,0.00,1.00,2,6550,492.5,1.50,-0.41,1.90,36.95,2934,379,5335,0.046,28.26,0.056,656,1053,0.780,42.71,0.001,895,6623,0.016,3.12,0.076,724,2340,0.111,3.25,0.021,761
14.680,Slalom,92.5,0.42,1.41,0.98,0.60,0.00,1.00,2,6562,491.8,1.50,-0.41,1.92,36.98,2941,381,5355,0.045,28.38,0.056,657,1046,0.780,42.84,0.001,895,6638,0.016,3.23,0.076,726,2330,0.112,3.37,0.021,763
14.700,Slalom,92.7,0.42,1.42,0.98,0.60,0.00,1.00,2,6564,491.7,1.50,-0.41,1.94,36.99,2948,383,5371,0.045,29.28,0.057,653,1042,0.813,44.13,0.001,895,6653,0.016,3.35,0.077,728,2323,0.112,3.48,0.021,765
14.720,Slalom,93.0,0.41,1.43,0.99,0.60,0.00,1.00,2,6572,491.2,1.50,-0.41,1.96,36.90,2955,385,5387,0.045,29.40,0.057,654,1041,0.811,44.26,0.001,895,6666,0.016,3.45,0.077,730,2319,0.112,3.59,0.021,767
14.740,Slalom,93.2,0.41,1.44,0.99,0.60,0.00,1.00,2,6575,491.0,1.50,-0.41,1.97,36.78,2962,387,5402,0.045,29.97,0.057,652,1041,0.830,45.06,0.000,894,6678,0.016,3.54,0.078,732,2318,0.112,3.68,0.021,769
14.760,Slalom,93.5,0.40,1.45,1.00,0.60,0.00,1.00,2,6583,490.6,1.50,-0.41,1.99,36.59,2971,390,5415,0.044,30.09,0.058,652,1043,0.827,45.18,0.000,893,6690,0.017,3.62,0.078,734,2317,0.111,3.77,0.021,771
14.780,Slalom,93.7,0.40,1.45,1.00,0.60,0.00,1.00,2,6588,490.3,1.50,-0.41,2.00,36.37,2980,392,5427,0.044,30.38,0.058,652,1044,0.834,45.58,0.000,893,6701,0.017,3.70,0.078,736,2318,0.111,3.85,0.021,773
14.800,Slalom,93.9,0.39,1.46,1.00,0.60,0.00,1.00,2,6595,489.9,1.50,-0.41,2.01,36.09,2990,394,5437,0.043,30.46,0.058,652,1046,0.830,45.64,0.000,892,6711,0.017,3.77,0.078,737,2320,0.111,3.92,0.021,775
14.820,Slalom,94.2,0.39,1.47,0.99,0.60,0.00,1.00,2,6603,489.4,1.50,-0.41,2.01,35.79,3000,396,5446,0.043,30.56,0.058,653,1048,0.828,45.74,0.000,892,6720,0.016,3.83,0.079,739,2322,0.110,3.97,0.021,776
14.840,Slalom,94.4,0.39,1.47,0.99,0.60,0.00,1.00,2,6614,488.7,1.50,-0.41,2.02,35.44,3012,398,5454,0.042,30.40,0.059,655,1049,0.814,45.47,0.000,892,6729,0.016,3.88,0.079,740,2324,0.109,4.02,0.021,778
14.860,Slalom,94.6,0.39,1.48,0.98,0.60,0.00,1.00,2,6623,488.2,1.50,-0.41,2.03,35.07,3023,400,5461,0.042,30.49,0.059,656,1050,0.813,45.55,0.000,892,6737,0.016,3.92,0.079,742,2327,0.108,4.06,0.021,780
14.880,Slalom,94.9,0.39,1.48,0.95,0.60,0.00,1.00,2,6638,487.3,1.50,-0.41,2.03,34.67,3033,402,5466,0.041,30.12,0.059,659,1051,0.791,44.96,0.000,893,6744,0.016,3.95,0.079,744,2329,0.108,4.09,0.021,781
14.900,Slalom,95.1,0.39,1.48,0.95,0.60,0.00,1.00,2,6659,486.1,1.50,-0.42,2.04,34.23,3042,405,5471,0.040,29.49,0.059,664,1052,0.760,43.99,0.000,895,6751,0.016,3.97,0.079,745,2332,0.107,4.12,0.021,782
14.920,Slalom,95.3,0.40,1.49,0.93,0.60,0.00,1.00,2,6671,485.4,1.50,-0.42,2.04,33.82,3050,407,5474,0.040,29.55,0.059,665,1051,0.760,44.05,0.001,897,6758,0.016,3.98,0.080,747,2336,0.106,4.13,0.021,784
14.940,Slalom,95.5,0.39,1.49,0.93,0.60,0.00,1.00,2,6694,484.0,1.50,-0.42,2.04,33.35,3057,409,5476,0.039,28.78,0.059,671,1051,0.726,42.87,0.001,899,6763,0.016,3.99,0.080,748,2340,0.104,4.13,0.021,785
14.960,Slalom,95.8,0.40,1.49,0.89,0.60,0.00,1.00,2,6708,483.2,1.50,-0.42,2.04,32.92,3064,412,5477,0.040,28.83,0.059,672,1050,0.727,42.91,0.001,901,6770,0.016,3.98,0.080,750,2346,0.103,4.12,0.021,786
14.980,Slalom,96.0,0.40,1.49,0.85,0.60,0.00,1.00,2,6735,481.7,1.50,-0.42,2.05,32.43,3070,414,5479,0.039,27.86,0.060,679,1050,0.688,41.45,0.001,904,6775,0.016,3.97,0.080,751,2350,0.102,4.11,0.021,788
15.000,Slalom,96.2,0.40,1.49,0.85,0.60,0.00,1.00,2,6767,479.8,1.50,-0.42,2.05,31.94,3075,416,5478,0.038,26.68,0.060,687,1050,0.647,39.66,0.001,908,6781,0.016,3.95,0.080,753,2356,0.101,4.08,0.021,789
15.020,Slalom,96.5,0.42,1.49,0.81,0.60,0.00,1.00,2,6785,478.7,1.50,-0.42,2.05,31.50,3081,419,5477,0.038,26.70,0.060,689,1049,0.649,39.68,0.001,912,6789,0.015,3.92,0.080,754,2365,0.099,4.05,0.021,790
15.040,Slalom,96.7,0.41,1.49,0.76,0.60,0.00,1.00,2,6819,476.8,1.50,-0.42,2.05,31.00,3087,421,5475,0.037,25.39,0.060,698,1049,0.607,37.70,0.001,916,6795,0.015,3.89,0.080,756,2372,0.098,4.01,0.021,791
15.060,Slalom,97.0,0.42,1.49,0.76,0.60,0.00,1.00,2,6857,474.5,1.50,-0.42,2.05,30.51,3094,424,5473,0.036,23.84,0.060,707,1049,0.564,35.37,0.001,922,6803,0.015,3.84,0.080,757,2382,0.096,3.97,0.021,792
15.080,Slalom,97.2,0.44,1.48,0.70,0.60,0.00,1.00,2,6879,473.2,1.50,-0.42,2.05,30.08,3101,426,5468,0.037,23.84,0.060,710,1049,0.567,35.37,0.001,926,6812,0.015,3.80,0.080,759,2393,0.095,3.92,0.021,794
15.100,Slalom,97.5,0.44,1.48,0.70,0.60,0.00,1.00,2,6917,471.0,1.50,-0.42,2.05,29.60,3108,429,5464,0.036,22.26,0.060,719,1049,0.528,33.00,0.000,932,6819,0.015,3.74,0.080,761,2404,0.093,3.86,0.021,795
15.120,Slalom,97.8,0.45,1.48,0.64,0.60,0.00,1.00,2,6938,469.7,1.50,-0.43,2.05,29.18,3116,432,5459,0.037,22.25,0.059,721,1050,0.531,32.99,0.000,936,6827,0.014,3.68,0.080,762,2418,0.092,3.79,0.021,796
15.140,Slalom,98.0,0.45,1.47,0.58,0.60,0.00,1.00,2,6979,467.4,1.50,-0.43,2.05,28.70,3125,435,5453,0.036,20.35,0.059,732,1052,0.488,30.15,0.000,942,6832,0.014,3.61,0.080,764,2430,0.090,3.72,0.021,797
15.160,Slalom,98.3,0.47,1.47,0.58,0.60,0.00,1.00,2,7020,464.0,1.50,-0.43,2.04,28.25,3135,437,5446,0.035,18.48,0.059,742,1053,0.454,27.34,0.000,948,6838,0.014,3.54,0.080,766,2445,0.088,3.65,0.021,799
15.180,Slalom,98.6,0.49,1.46,0.52,0.60,0.00,1.00,2,7043,461.4,1.50,-0.43,2.04,27.84,3146,440,5437,0.035,18.45,0.059,744,1055,0.456,27.32,0.000,953,6844,0.014,3.47,0.080,768,2462,0.086,3.57,0.021,800
15.200,Slalom,98.9,0.49,1.46,0.45,0.60,0.00,1.00,2,7081,457.2,1.50,-0.43,2.04,27.38,3159,443,5428,0.034,16.49,0.059,754,1059,0.423,24.39,0.000,958,6848,0.013,3.39,0.080,770,2479,0.084,3.49,0.021,801
15.220,Slalom,99.2,0.51,1.45,0.45,0.60,0.00,1.00,2,7119,453.0,1.50,-0.44,2.03,26.93,3172,446,5417,0.034,14.37,0.059,763,1063,0.394,21.22,0.000,963,6853,0.013,3.31,0.080,772,2499,0.082,3.40,0.021,802
15.240,Slalom,99.6,0.52,1.44,0.38,0.60,0.00,1.00,2,7142,450.4,1.50,-0.44,2.03,26.52,3188,449,5405,0.034,14.33,0.059,766,1068,0.394,21.18,0.000,967,6857,0.012,3.22,0.080,774,2520,0.080,3.31,0.022,803
15.260,Slalom,99.9,0.52,1.43,0.31,0.60,0.00,1.00,2,7177,446.6,1.50,-0.44,2.02,26.06,3204,453,5392,0.033,12.13,0.058,775,1074,0.367,17.90,0.000,972,6859,0.012,3.13,0.080,776,2542,0.078,3.22,0.022,805
15.280,Slalom,100.3,0.55,1.41,0.31,0.60,0.00,1.00,2,7211,442.8,1.50,-0.45,2.01,25.60,3223,456,5376,0.032,9.87,0.058,783,1082,0.345,14.52,0.000,976,6861,0.012,3.04,0.080,778,2567,0.075,3.12,0.022,806
15.300,Slalom,100.6,0.55,1.41,0.23,0.60,0.00,1.00,2,7232,440.3,1.50,-0.45,2.00,25.17,3243,459,5360,0.033,9.83,0.058,785,1091,0.345,14.48,0.000,979,6863,0.011,2.95,0.080,780,2594,0.073,3.02,0.022,807
15.320,Slalom,101.0,0.57,1.39,0.23,0.60,0.00,1.00,2,7261,437.1,1.50,-0.45,1.99,24.69,3265,463,5342,0.031,7.44,0.057,792,1101,0.325,10.92,0.000,982,6862,0.011,2.85,0.080,783,2622,0.071,2.92,0.022,809
15.340,Slalom,101.3,0.57,1.38,0.15,0.60,0.00,1.00,2,7281,434.9,1.50,-0.46,1.98,24.24,3289,466,5324,0.031,7.39,0.057,795,1113,0.323,10.87,0.000,985,6861,0.010,2.76,0.079,785,2651,0.069,2.82,0.022,810
15.360,Slalom,101.7,0.59,1.36,0.07,0.60,0.00,1.00,2,7304,432.4,1.50,-0.46,1.97,23.76,3315,470,5302,0.029,5.01,0.057,799,1127,0.306,7.32,0.000,986,6858,0.010,2.66,0.079,788,2682,0.066,2.72,0.022,812
15.380,Slalom,102.1,0.63,1.24,0.07,0.60,0.00,1.00,2,7318,430.7,1.50,-0.46,1.95,22.35,3347,473,5252,0.027,2.53,0.056,803,1156,0.291,3.59,0.000,985,6837,0.010,2.55,0.079,790,2741,0.063,2.61,0.022,814
15.400,Slalom,102.6,0.63,1.23,-0.02,0.60,0.00,1.00,2,7328,429.6,1.50,-0.47,1.93,20.93,3386,477,5199,0.027,2.53,0.056,806,1193,0.283,3.59,0.000,984,6819,0.009,2.41,0.079,792,2813,0.059,2.46,0.023,815
15.420,Slalom,103.0,0.68,0.61,-0.02,0.60,0.00,1.00,2,7302,432.2,1.50,-0.48,1.86,14.02,3448,480,4999,0.027,-0.16,0.055,808,1323,0.251,0.19,0.000,968,6688,0.009,2.20,0.078,793,3011,0.051,2.23,0.024,814
15.440,Slalom,103.5,0.68,0.65,-0.11,0.60,0.00,1.00,2,7273,435.4,1.50,-0.49,1.78,8.07,3527,483,4794,0.027,0.04,0.053,809,1473,0.220,0.40,0.001,952,6589,0.009,1.84,0.077,794,3268,0.044,1.85,0.025,815
15.460,Slalom,103.9,0.63,0.02,-0.11,0.60,0.00,1.00,2,7255,437.5,1.50,-0.50,1.64,-2.07,3612,485,4478,0.029,-3.51,0.051,808,1734,0.197,-1.82,0.003,942,6343,0.010,1.39,0.075,795,3606,0.036,1.39,0.027,817
15.480,Slalom,104.4,0.65,-0.11,-0.19,0.60,0.00,1.00,2,7223,440.9,1.50,-0.51,1.46,-10.64,3683,487,4135,0.029,-3.25,0.048,809,2035,0.162,-1.58,0.005,922,6077,0.011,0.84,0.073,796,3994,0.030,0.83,0.030,819
15.500,Slalom,104.8,0.61,-0.37,-0.27,0.60,0.00,1.00,2,7204,443.2,1.50,-0.51,1.25,-17.91,3749,490,3784,0.036,-6.80,0.045,811,2379,0.137,-3.91,0.008,908,5739,0.012,0.30,0.070,797,4365,0.026,0.29,0.033,822
15.520,Slalom,105.3,0.60,-0.61,-0.27,0.60,0.00,1.00,2,7174,446.6,1.50,-0.51,1.00,-23.43,3853,494,3413,0.041,-10.20,0.041,809,2751,0.111,-6.18,0.011,890,5349,0.014,-0.19,0.066,800,4722,0.023,-0.19,0.036,826
15.540,Slalom,105.7,0.61,-0.80,-0.34,0.60,0.00,1.00,2,7146,449.7,1.50,-0.51,0.73,-27.44,3992,499,3048,0.042,-10.26,0.037,812,3131,0.078,-6.25,0.014,868,4934,0.015,-0.62,0.062,803,5060,0.021,-0.61,0.039,829
15.560,Slalom,106.1,0.59,-0.97,-0.42,0.60,0.00,1.00,2,7115,453.2,1.50,-0.51,0.45,-30.33,4153,506,2697,0.051,-13.78,0.032,810,3509,0.054,-8.63,0.018,849,4517,0.016,-1.00,0.057,806,5381,0.020,-0.97,0.043,832
15.580,Slalom,106.5,0.56,-1.11,-0.42,0.60,0.00,1.00,2,7097,455.4,1.50,-0.50,0.15,-32.42,4324,512,2371,0.065,-17.33,0.028,809,3876,0.039,-11.04,0.023,836,4119,0.018,-1.32,0.052,809,5683,0.019,-1.28,0.047,836
15.600,Slalom,106.9,0.52,-1.21,-0.49,0.60,0.00,1.00,2,7115,453.5,1.50,-0.49,-0.14,-33.89,4491,520,2065,0.071,-17.50,0.024,815,4222,0.032,-11.21,0.027,833,3754,0.019,-1.62,0.048,813,5966,0.019,-1.57,0.051,838
15.620,Slalom,107.2,0.50,-1.28,-0.56,0.60,0.00,1.00,2,7133,451.6,1.50,-0.49,-0.43,-34.92,4648,527,1791,0.101,-20.86,0.019,823,4539,0.030,-13.50,0.031,827,3436,0.021,-1.89,0.043,816,6228,0.018,-1.82,0.055,841
15.640,Slalom,107.5,0.47,-1.34,-0.56,0.60,0.00,1.00,2,7151,449.5,1.50,-0.48,-0.71,-35.65,4787,533,1553,0.139,-24.25,0.015,833,4827,0.029,-15.82,0.035,820,3166,0.022,-2.13,0.039,819,6468,0.018,-2.06,0.059,843
15.660,Slalom,107.8,0.44,-1.39,-0.62,0.60,0.00,1.00,2,7191,445.2,1.50,-0.48,-0.97,-36.09,4906,540,1351,0.156,-24.44,0.012,846,5081,0.028,-16.01,0.039,821,2944,0.023,-2.36,0.035,822,6685,0.017,-2.28,0.063,845
15.680,Slalom,108.1,0.43,-1.43,-0.62,0.60,0.00,1.00,2,7214,442.6,1.50,-0.48,-1.21,-36.40,5004,546,1183,0.204,-27.71,0.009,859,5301,0.028,-18.25,0.043,814,2760,0.024,-2.57,0.032,825,6878,0.017,-2.49,0.066,847
15.700,Slalom,108.4,0.40,-1.47,-0.69,0.60,0.00,1.00,2,7253,438.2,1.50,-0.48,-1.43,-36.50,5084,551,1048,0.223,-27.90,0.006,873,5487,0.028,-18.43,0.047,814,2608,0.025,-2.77,0.029,827,7047,0.016,-2.68,0.070,849
15.720,Slalom,108.6,0.40,-1.50,-0.69,0.60,0.00,1.00,2,7269,436.3,1.50,-0.48,-1.62,-36.53,5147,555,943,0.274,-31.02,0.003,884,5642,0.029,-20.57,0.050,806,2493,0.025,-2.95,0.027,829,7191,0.016,-2.85,0.073,851
15.740,Slalom,108.8,0.38,-1.53,-0.75,0.60,0.00,1.00,2,7300,432.8,1.50,-0.48,-1.78,-36.38,5196,559,865,0.289,-31.20,0.001,894,5767,0.029,-20.74,0.052,807,2408,0.025,-3.11,0.024,832,7309,0.016,-3.01,0.076,852
15.760,Slalom,109.1,0.38,-1.55,-0.80,0.60,0.00,1.00,2,7306,432.2,1.50,-0.48,-1.92,-36.20,5233,562,809,0.340,-34.12,-0.001,902,5863,0.030,-22.74,0.055,798,2350,0.026,-3.25,0.023,833,7403,0.016,-3.15,0.078,854
15.780,Slalom,109.3,0.36,-1.57,-0.80,0.60,0.00,1.00,2,7304,432.4,1.50,-0.49,-2.04,-35.90,5260,565,772,0.388,-36.70,-0.002,906,5935,0.030,-24.50,0.057,789,2310,0.026,-3.38,0.022,835,7473,0.016,-3.27,0.080,855
15.800,Slalom,109.5,0.34,-1.59,-0.85,0.60,0.00,1.00,2,7317,430.8,1.50,-0.49,-2.14,-35.46,5278,567,752,0.393,-36.85,-0.003,909,5986,0.030,-24.65,0.058,789,2284,0.026,-3.49,0.020,837,7518,0.016,-3.38,0.082,856
15.820,Slalom,109.7,0.35,-1.60,-0.89,0.60,0.00,1.00,2,7309,431.7,1.50,-0.49,-2.21,-35.03,5289,569,744,0.435,-39.08,-0.004,910,6018,0.031,-26.18,0.060,781,2270,0.026,-3.58,0.020,838,7543,0.016,-3.47,0.084,858
15.840,Slalom,109.9,0.33,-1.61,-0.89,0.60,0.00,1.00,2,7296,433.1,1.50,-0.49,-2.27,-34.53,5293,570,747,0.471,-40.99,-0.005,909,6034,0.032,-27.49,0.061,774,2264,0.026,-3.66,0.019,840,7551,0.016,-3.55,0.085,859
15.860,Slalom,110.0,0.32,-1.61,-0.92,0.60,0.00,1.00,2,7298,432.9,1.50,-0.49,-2.31,-33.94,5292,571,759,0.469,-41.11,-0.005,907,6038,0.031,-27.61,0.062,774,2263,0.025,-3.72,0.019,841,7542,0.016,-3.61,0.086,860
15.880,Slalom,110.2,0.32,-1.62,-0.92,0.60,0.00,1.00,2,7283,434.6,1.50,-0.49,-2.34,-33.39,5286,571,777,0.501,-42.80,-0.005,904,6032,0.032,-28.77,0.062,767,2269,0.025,-3.77,0.019,843,7524,0.016,-3.65,0.086,861
15.900,Slalom,110.4,0.31,-1.62,-0.95,0.60,0.00,1.00,2,7281,434.8,1.50,-0.49,-2.36,-32.76,5276,572,800,0.495,-42.89,-0.005,901,6020,0.032,-28.86,0.063,767,2278,0.025,-3.80,0.018,844,7497,0.017,-3.69,0.087,863
15.920,Slalom,110.6,0.31,-1.62,-0.97,0.60,0.00,1.00,2,7265,436.6,1.50,-0.49,-2.37,-32.19,5264,572,827,0.520,-44.30,-0.005,897,6002,0.032,-29.82,0.063,761,2292,0.024,-3.82,0.018,845,7467,0.017,-3.71,0.087,864
15.940,Slalom,110.7,0.30,-1.62,-0.97,0.60,0.00,1.00,2,7248,438.4,1.50,-0.48,-2.37,-31.61,5249,572,855,0.538,-45.40,-0.005,892,5982,0.032,-30.57,0.063,756,2309,0.024,-3.83,0.018,846,7435,0.017,-3.72,0.087,865
15.960,Slalom,110.9,0.29,-1.62,-0.99,0.60,0.00,1.00,2,7243,439.0,1.50,-0.48,-2.36,-30.98,5233,573,886,0.529,-45.46,-0.005,887,5961,0.032,-30.63,0.063,756,2326,0.024,-3.82,0.019,847,7402,0.017,-3.71,0.087,866
15.980,Slalom,111.0,0.29,-1.62,-0.99,0.60,0.00,1.00,2,7230,440.4,1.50,-0.48,-2.35,-30.41,5217,573,916,0.538,-46.18,-0.005,882,5940,0.032,-31.13,0.063,753,2346,0.024,-3.81,0.019,849,7371,0.017,-3.70,0.087,867
16.000,Slalom,111.2,0.29,-1.62,-1.00,0.60,0.00,1.00,2,7225,440.9,1.50,-0.47,-2.34,-29.81,5200,573,945,0.528,-46.22,-0.004,877,5920,0.031,-31.16,0.063,753,2367,0.023,-3.78,0.019,850,7339,0.017,-3.68,0.087,868
16.020,Slalom,111.3,0.29,-1.62,-1.00,0.60,0.00,1.00,2,7217,441.9,1.50,-0.47,-2.33,-29.27,5185,574,973,0.530,-46.65,-0.004,873,5902,0.031,-31.45,0.063,752,2389,0.023,-3.75,0.019,851,7313,0.018,-3.65,0.086,869
16.040,Slalom,111.5,0.28,-1.62,-1.00,0.60,0.00,1.00,2,7212,442.4,1.50,-0.47,-2.31,-28.73,5170,574,999,0.523,-46.75,-0.003,869,5885,0.031,-31.53,0.063,752,2411,0.023,-3.70,0.019,852,7291,0.018,-3.61,0.086,870
16.060,Slalom,111.6,0.28,-1.62,-1.00,0.60,0.00,1.00,2,7210,442.6,1.50,-0.47,-2.29,-28.21,5156,575,1023,0.514,-46.75,-0.003,865,5870,0.031,-31.52,0.063,752,2432,0.022,-3.65,0.020,853,7274,0.018,-3.56,0.086,871
16.080,Slalom,111.7,0.27,-1.61,-1.00,0.60,0.00,1.00,2,7212,442.5,1.50,-0.46,-2.28,-27.72,5144,575,1044,0.501,-46.53,-0.003,863,5856,0.030,-31.37,0.063,754,2452,0.022,-3.59,0.020,854,7260,0.018,-3.50,0.086,872
16.100,Slalom,111.9,0.27,-1.61,-0.98,0.60,0.00,1.00,2,7213,442.4,1.50,-0.46,-2.26,-27.27,5133,576,1063,0.494,-46.51,-0.002,860,5843,0.030,-31.35,0.063,755,2472,0.022,-3.53,0.020,855,7250,0.018,-3.44,0.085,873
16.120,Slalom,112.0,0.27,-1.61,-0.96,0.60,0.00,1.00,2,7221,441.5,1.50,-0.46,-2.25,-26.84,5123,577,1079,0.474,-45.94,-0.002,859,5832,0.029,-30.97,0.063,758,2489,0.021,-3.46,0.020,856,7242,0.018,-3.38,0.085,874
16.140,Slalom,112.2,0.27,-1.60,-0.96,0.60,0.00,1.00,2,7236,439.8,1.50,-0.46,-2.23,-26.44,5115,577,1093,0.447,-45.02,-0.002,858,5821,0.029,-30.34,0.063,763,2506,0.021,-3.38,0.021,857,7234,0.018,-3.31,0.085,875
16.160,Slalom,112.3,0.27,-1.60,-0.94,0.60,0.00,1.00,2,7243,439.1,1.50,-0.46,-2.22,-26.13,5109,578,1104,0.444,-44.98,-0.002,858,5810,0.028,-30.30,0.063,764,2522,0.021,-3.31,0.021,858,7229,0.018,-3.24,0.085,876
16.180,Slalom,112.5,0.27,-1.59,-0.94,0.60,0.00,1.00,2,7263,436.9,1.50,-0.46,-2.21,-25.82,5104,579,1113,0.414,-43.80,-0.001,859,5800,0.028,-29.50,0.062,771,2537,0.020,-3.24,0.021,859,7223,0.018,-3.16,0.085,877
16.200,Slalom,112.6,0.28,-1.58,-0.91,0.60,0.00,1.00,2,7272,435.8,1.50,-0.46,-2.20,-25.62,5101,580,1121,0.412,-43.74,-0.001,860,5790,0.028,-29.45,0.062,772,2551,0.020,-3.16,0.021,860,7220,0.018,-3.09,0.084,878
16.220,Slalom,112.8,0.27,-1.58,-0.87,0.60,0.00,1.00,2,7298,433.0,1.50,-0.46,-2.19,-25.40,5098,581,1128,0.380,-42.26,-0.001,862,5779,0.027,-28.44,0.062,780,2564,0.020,-3.09,0.021,861,7216,0.018,-3.02,0.084,879
