Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
0.220,0.6,-1.042,-0.826,-0.036,2816,1,163.7,7,-0.0556,0.0759,-1.3590,6.3731,2,0,7,-0.0556,0.0087,-2.3139,-6.3721,0,-1,2350,-0.0159,0.0794,-6.4962,-2.7337,373,-159,2350,-0.0159,0.2235,-6.4588,2.7322,490,-245
0.240,0.9,-0.515,-0.698,-0.072,2949,1,165.5,259,-0.0510,-0.1251,-0.6489,5.8470,-216,-21,312,-0.0501,-0.0012,0.8817,-5.7381,16,-21,2405,-0.0147,0.0598,-3.5366,-2.5240,1262,-595,2448,-0.0137,0.2724,-3.6235,2.3605,2089,-579
0.260,1.1,0.234,-0.544,-0.108,3008,1,166.3,650,-0.0439,-0.2055,0.4135,5.0329,721,-23,754,-0.0420,-0.0361,2.0738,-4.8173,-54,14,2472,-0.0132,0.5080,1.1600,-2.2664,2414,-471,2557,-0.0113,1.6651,0.9985,1.9429,2790,-295
0.280,1.2,0.323,-0.382,-0.135,2991,1,166.1,1117,-0.0354,0.3359,0.9410,4.0607,-1249,-17,1273,-0.0326,-0.0064,2.0382,-3.7359,25,89,2548,-0.0115,1.3267,2.8121,-1.9773,2743,-178,2676,-0.0087,4.0636,2.6800,1.4901,2361,-31
0.300,1.4,1.219,-0.226,-0.153,2896,1,165.0,1613,-0.0264,-1.4142,-1.5732,3.0256,1789,-12,1808,-0.0229,0.0621,1.6687,-2.6196,142,349,2634,-0.0096,5.7727,4.3478,-1.6502,2135,13,2793,-0.0061,11.5870,4.2765,1.0412,1901,10
0.320,1.4,0.820,-0.082,-0.155,2889,1,165.0,2100,-0.0176,2.0188,-2.0044,2.0126,-2275,-83,2320,-0.0136,-0.0620,-0.8927,-1.5539,371,257,2724,-0.0076,8.5305,2.9615,-1.3068,1833,15,2904,-0.0036,16.0291,2.9686,0.6188,1900,10
0.340,1.6,1.594,0.039,-0.152,2945,1,165.1,2555,-0.0093,-3.2560,-3.6962,1.0640,2691,-145,2778,-0.0052,-0.3134,-4.5516,-0.5985,395,-99,2810,-0.0057,9.8395,4.1312,-0.9752,1865,14,2993,-0.0016,17.8268,4.1666,0.2770,1947,9
0.360,1.6,0.015,0.139,-0.136,3060,1,166.3,2945,-0.0022,2.9829,0.2723,0.2505,-2999,-192,3165,0.0018,-0.5411,-0.2463,0.2069,-107,-439,2891,-0.0039,10.2570,1.5400,-0.6687,1910,15,3070,0.0001,20.5197,1.3816,-0.0174,1991,8
0.380,1.9,0.780,0.209,-0.121,3095,1,167.8,3272,0.0038,-4.4241,0.1988,-0.4306,3459,-181,3469,0.0073,-0.2543,-0.2109,0.8396,-795,-350,2960,-0.0023,7.4037,3.5131,-0.4024,1956,15,3121,0.0012,20.1446,3.4469,-0.2110,2020,6
0.400,2.0,-0.768,0.258,-0.096,3191,1,169.1,3514,0.0081,2.9164,3.7480,-0.9336,-3206,-29,3688,0.0113,0.2977,3.5764,1.2966,-521,-66,3019,-0.0010,5.3765,0.9444,-0.1791,1996,16,3161,0.0021,18.9746,0.9472,-0.3654,2044,6
0.420,2.3,0.551,0.280,-0.075,3212,1,169.4,3687,0.0113,-2.6922,0.7508,-1.2954,3219,66,3825,0.0138,0.3685,0.8174,1.5820,131,394,3064,0.0000,3.7416,2.3356,-0.0077,2032,15,3176,0.0025,17.1897,2.3587,-0.4222,2055,4
0.440,2.4,0.078,0.283,-0.051,3273,1,179.7,3780,0.0130,1.1054,0.3185,-1.4879,-3391,58,3888,0.0150,0.2014,0.4237,1.7137,432,354,3096,0.0007,3.4757,1.1731,0.1156,2065,18,3185,0.0026,16.2956,1.1814,-0.4544,2062,6
0.460,2.7,1.347,0.268,-0.035,3361,1,198.2,3812,0.0136,-1.9615,-1.8263,-1.5546,3569,66,3886,0.0149,0.1460,-1.8849,1.7091,393,291,3115,0.0011,3.1338,2.0732,0.1899,2087,17,3176,0.0025,14.9846,2.1634,-0.4217,2059,4
0.480,2.8,0.594,0.245,-0.015,3475,1,221.3,3785,0.0131,1.2141,-1.2304,-1.4987,-3789,-11,3835,0.0140,0.1819,-1.1353,1.6026,284,-55,3124,0.0013,3.2076,1.1983,0.2238,2103,20,3165,0.0022,14.3228,1.2292,-0.3796,2054,7
0.500,3.2,1.748,0.209,-0.005,3610,1,249.5,3729,0.0121,-3.2008,-2.1044,-1.3814,1012,-342,3751,0.0125,0.2113,-2.3469,1.4276,-47,-261,3124,0.0013,3.0166,2.5872,0.2217,2109,20,3142,0.0017,13.2198,2.7175,-0.2909,2042,6
0.520,3.3,0.242,0.170,0.009,3758,1,284.5,3635,0.0103,2.0276,0.3910,-1.1860,3902,-135,3643,0.0105,0.1344,0.6565,1.2024,-432,-295,3117,0.0011,3.3384,0.8913,0.1973,2109,19,3124,0.0013,12.9045,0.8879,-0.2219,2033,5
0.540,3.6,0.761,0.122,0.016,4116,1,338.7,3525,0.0084,-1.8846,-0.1194,-0.9580,-3766,-112,3513,0.0081,-0.0174,0.0343,0.9324,-514,-268,3106,0.0009,3.2019,2.0100,0.1546,2097,20,3096,0.0007,12.1589,2.0475,-0.1162,2017,7
0.560,3.8,0.241,0.074,0.023,4491,1,389.4,3395,0.0060,0.2166,0.9528,-0.6870,3642,-12,3372,0.0056,-0.1420,1.1097,0.6388,-246,-87,3094,0.0006,6.4105,1.2680,0.1071,2077,15,3075,0.0002,14.2220,1.2622,-0.0348,2003,5
0.580,4.0,0.154,0.027,0.028,4938,1,432.1,3261,0.0036,-0.1650,0.7959,-0.4076,-3533,8,3228,0.0029,-0.0618,0.7797,0.3377,278,-21,3080,0.0003,6.2951,1.4137,0.0552,2060,15,3053,-0.0003,13.8445,1.4471,0.0496,1990,6
0.600,4.2,1.015,-0.017,0.028,5416,1,468.5,3130,0.0012,-1.4681,0.0443,-0.1348,2794,165,3090,0.0004,0.0843,0.1465,0.0498,103,109,3066,0.0000,6.1126,1.8911,0.0011,2040,12,3033,-0.0007,13.5311,1.9467,0.1264,1976,5
0.620,4.3,0.396,-0.051,0.030,5876,1,487.0,3007,-0.0011,1.1052,0.4553,0.1221,2506,183,2967,-0.0018,0.0341,0.5211,-0.2060,-283,130,3052,-0.0003,8.4073,1.0907,-0.0510,2023,10,3019,-0.0010,14.8189,1.1134,0.1768,1968,5
0.640,4.6,1.031,-0.076,0.028,6350,1,491.3,2909,-0.0028,-0.6902,-0.4471,0.3265,-2975,92,2866,-0.0036,-0.0458,-0.3896,-0.4164,-171,78,3038,-0.0006,7.4530,1.6454,-0.1039,2009,11,3003,-0.0014,13.9995,1.7088,0.2388,1957,6
0.660,4.8,1.308,-0.089,0.023,6821,1,490.7,2833,-0.0042,-0.6148,-0.5869,0.4839,2534,54,2793,-0.0049,-0.0272,-0.6128,-0.5671,40,22,3026,-0.0009,9.1877,1.6479,-0.1504,1997,9,2994,-0.0016,15.1427,1.6865,0.2754,1951,5
0.680,5.0,0.759,-0.087,0.021,7285,1,471.2,2788,-0.0051,0.7784,-0.1417,0.5789,1024,-21,2754,-0.0057,0.0324,-0.1184,-0.6491,30,-50,3015,-0.0011,8.6133,1.2010,-0.1928,1986,8,2988,-0.0017,14.6227,1.2369,0.2982,1947,5
0.700,5.2,0.929,-0.075,0.018,7436,1,-180.7,2781,-0.0052,-0.1843,-0.2619,0.5927,-2408,-67,2750,-0.0057,0.0256,-0.2637,-0.6569,-157,-102,3005,-0.0013,8.3325,1.4514,-0.2318,1980,8,2980,-0.0019,14.4243,1.4879,0.3281,1942,5
0.720,5.4,1.067,-0.058,0.013,7397,1,-180.6,2799,-0.0048,-0.7045,-0.1892,0.5553,-368,-79,2774,-0.0053,-0.0308,-0.1839,-0.6079,-208,-95,2997,-0.0015,8.2700,1.5738,-0.2623,1978,8,2976,-0.0020,14.0419,1.6135,0.3412,1941,5
0.740,5.6,0.739,-0.035,0.010,7441,1,-180.6,2835,-0.0042,-0.0602,0.1991,0.4804,1792,-29,2817,-0.0045,-0.0397,0.1971,-0.5188,-37,-58,2992,-0.0016,8.2763,1.3091,-0.2830,1975,8,2976,-0.0020,13.4519,1.3353,0.3406,1943,5
0.760,5.8,0.460,-0.010,0.008,7471,1,-180.6,2886,-0.0033,0.4422,0.4147,0.3747,901,21,2872,-0.0035,0.0110,0.3901,-0.4036,82,-13,2988,-0.0017,8.8486,1.0963,-0.2975,1972,7,2976,-0.0020,13.2109,1.1153,0.3409,1944,5
0.780,6.0,0.561,0.015,0.006,7334,1,-180.5,2944,-0.0022,0.1712,0.2588,0.2535,-1256,57,2933,-0.0024,0.0388,0.2545,-0.2766,-32,27,2985,-0.0018,7.5582,1.1479,-0.3076,1973,8,2976,-0.0020,11.5873,1.1693,0.3422,1947,5
0.800,6.2,0.844,0.038,0.003,7394,1,502.2,3003,-0.0011,-0.2285,-0.0084,0.1308,-1395,74,2995,-0.0013,0.0093,0.2120,-0.1477,-215,89,2984,-0.0018,7.3563,1.2453,-0.3122,1973,8,2977,-0.0020,10.8015,1.2738,0.3374,1951,5
0.820,6.4,1.022,0.057,0.001,7433,1,502.8,3058,-0.0001,-0.2928,-0.1794,0.0167,-199,58,3053,-0.0002,-0.0322,-0.1167,-0.0262,-199,82,2984,-0.0018,7.5699,1.2396,-0.3111,1975,7,2980,-0.0019,10.5169,1.2704,0.3253,1955,5
0.840,6.6,1.011,0.073,0.000,7452,1,504.0,3106,0.0007,-0.0657,-0.1974,-0.0839,842,11,3104,0.0007,-0.0297,-0.1465,0.0806,-40,46,2986,-0.0018,7.4786,1.1449,-0.3058,1977,7,2984,-0.0018,9.9606,1.1701,0.3107,1960,5
0.860,6.8,0.902,0.085,0.000,7503,1,504.7,3147,0.0015,0.1441,-0.1231,-0.1696,700,-36,3147,0.0015,0.0029,-0.1068,0.1692,56,-3,2988,-0.0017,7.7822,1.0550,-0.2980,1978,7,2987,-0.0017,9.7136,1.0772,0.2985,1964,6
0.880,7.0,0.815,0.094,0.000,7438,1,-180.6,3180,0.0021,0.1373,-0.0431,-0.2380,-270,-63,3180,0.0021,0.0235,-0.0317,0.2379,-18,-33,2990,-0.0017,7.5787,1.0286,-0.2894,1979,7,2990,-0.0017,9.1189,1.0492,0.2895,1968,6
0.900,7.3,0.789,0.098,0.000,7374,1,514.0,3203,0.0025,-0.0132,0.0202,-0.2866,-749,-58,3203,0.0025,0.0121,0.0362,0.2857,-152,-31,2992,-0.0016,7.4031,1.0384,-0.2804,1982,7,2992,-0.0016,8.5399,1.0607,0.2816,1973,6
0.920,7.5,0.797,0.099,0.000,7330,1,-180.4,3217,0.0027,-0.1026,0.0580,-0.3146,-382,-30,3216,0.0027,-0.0109,0.1847,0.3136,-185,24,2995,-0.0016,7.2728,1.0320,-0.2714,1984,7,2994,-0.0016,8.0225,1.0511,0.2729,1977,6
0.940,7.7,0.794,0.097,0.000,7416,1,513.7,3221,0.0028,-0.0580,0.0669,-0.3247,215,-1,3221,0.0028,-0.0185,0.1131,0.3245,-80,53,2997,-0.0015,6.6828,0.9919,-0.2632,1990,7,2997,-0.0015,7.1401,1.0101,0.2634,1985,7
0.960,7.9,0.789,0.094,0.000,7386,1,516.4,3220,0.0028,0.0331,0.0494,-0.3208,301,14,3220,0.0028,-0.0028,0.1034,0.3208,1,70,2999,-0.0015,5.3502,0.9444,-0.2562,2003,8,2999,-0.0015,5.5495,0.9618,0.2562,2000,8
0.980,8.1,0.820,0.090,0.001,7475,2,510.6,3213,0.0027,0.0522,0.0036,-0.3075,-104,11,3213,0.0027,0.0103,0.0388,0.3066,-36,65,3000,-0.0015,3.9917,0.9206,-0.2510,2028,10,3000,-0.0015,4.2750,0.9380,0.2524,2023,10
1.000,8.3,0.874,0.085,0.001,7512,2,507.7,3204,0.0025,-0.0005,-0.0419,-0.2885,-350,-2,3203,0.0025,0.0059,-0.0304,0.2862,-117,43,3001,-0.0014,4.0385,0.9165,-0.2474,2042,11,3000,-0.0015,4.7382,0.9342,0.2508,2028,10
1.020,8.5,0.907,0.080,0.001,7383,2,515.2,3193,0.0023,-0.0351,-0.0518,-0.2662,-172,-15,3192,0.0023,-0.0054,-0.0208,0.2628,-128,28,3002,-0.0014,5.5712,0.9092,-0.2447,2020,9,3000,-0.0015,6.7225,0.9268,0.2498,2002,8
1.040,8.8,0.910,0.076,0.002,7299,2,520.2,3182,0.0021,-0.0141,-0.0434,-0.2428,66,-25,3180,0.0021,-0.0074,0.1387,0.2386,-84,60,3002,-0.0014,8.3857,0.8908,-0.2431,1986,6,3000,-0.0015,9.8937,0.9080,0.2493,1975,5
1.060,9.0,0.902,0.072,0.002,7380,2,515.4,3172,0.0019,0.0162,-0.0336,-0.2210,34,-33,3169,0.0019,-0.0018,0.0433,0.2158,-34,53,3002,-0.0014,10.6237,0.8746,-0.2428,1968,4,3000,-0.0015,12.2397,0.8910,0.2505,1961,4
1.080,9.2,0.901,0.069,0.003,7534,2,510.4,3163,0.0018,0.0126,-0.0238,-0.2018,-133,-38,3160,0.0017,0.0045,0.0165,0.1958,-55,40,3002,-0.0014,10.8864,0.8698,-0.2445,1968,4,2999,-0.0015,12.6080,0.8858,0.2536,1960,3
1.100,9.4,0.899,0.068,0.005,7475,2,509.8,3155,0.0016,-0.0072,-0.0122,-0.1864,-168,-36,3151,0.0016,0.0019,0.0252,0.1786,-100,33,3001,-0.0014,10.3336,0.8649,-0.2450,1970,4,2998,-0.0015,12.1650,0.9145,0.2567,1960,4
1.120,9.6,0.896,0.066,0.008,7479,2,509.7,3150,0.0015,-0.0113,0.0035,-0.1763,-73,-28,3144,0.0014,-0.0036,0.0679,0.1626,-103,43,3001,-0.0014,9.8447,0.8542,-0.2468,1971,4,2996,-0.0016,11.6986,0.8903,0.2675,1960,4
1.140,9.8,0.914,0.066,0.011,7482,2,515.9,3148,0.0015,-0.0005,0.0019,-0.1706,-22,-21,3137,0.0013,-0.0039,0.1518,0.1477,-78,78,3002,-0.0014,10.0360,0.8449,-0.2442,1972,4,2993,-0.0016,11.7708,0.8971,0.2785,1959,4
1.160,10.0,0.948,0.066,0.015,7384,2,519.9,3147,0.0015,0.0051,-0.0107,-0.1686,-62,-20,3130,0.0012,-0.0010,0.0036,0.1345,-47,57,3002,-0.0014,9.5837,0.8466,-0.2441,1974,4,2988,-0.0017,11.3337,0.9016,0.2952,1957,4
1.180,10.2,0.992,0.067,0.020,7322,2,519.6,3147,0.0015,0.0008,-0.0269,-0.1696,-110,-24,3125,0.0011,0.0023,0.1244,0.1234,-82,81,3001,-0.0014,9.1502,0.8538,-0.2472,1975,4,2983,-0.0018,10.9119,0.9008,0.3166,1955,4
1.200,10.4,1.034,0.067,0.024,7328,2,519.3,3149,0.0015,-0.0043,-0.0349,-0.1731,-100,-30,3120,0.0010,-0.0015,0.0272,0.1140,-89,66,3001,-0.0014,8.7351,0.8630,-0.2487,1975,5,2977,-0.0020,10.5058,0.8939,0.3373,1953,4
1.220,10.6,1.054,0.067,0.028,7330,2,-180.4,3151,0.0016,-0.0032,-0.0318,-0.1778,-68,-37,3116,0.0009,-0.0023,0.0056,0.1058,-76,46,3002,-0.0014,8.9329,0.8704,-0.2412,1977,5,2974,-0.0020,10.5903,0.9080,0.3491,1951,4
1.240,10.8,1.073,0.068,0.031,7351,2,-180.5,3154,0.0016,0.0000,-0.0066,-0.1842,-65,-35,3113,0.0009,-0.0008,0.0287,0.0989,-69,36,3005,-0.0013,8.5218,0.8805,-0.2302,1980,5,2972,-0.0021,10.2018,0.9167,0.3582,1951,4
1.260,11.0,1.099,0.069,0.031,7412,2,-180.5,3156,0.0016,0.0002,0.0106,-0.1888,-73,-28,3111,0.0008,-0.0002,0.0792,0.0954,-80,47,3006,-0.0013,8.7247,0.8971,-0.2276,1981,5,2969,-0.0021,10.2784,0.9258,0.3676,1950,4
1.280,11.2,1.118,0.070,0.031,7383,2,-180.6,3157,0.0017,-0.0005,0.0139,-0.1898,-85,-20,3112,0.0008,-0.0013,0.0442,0.0966,-80,44,3004,-0.0014,8.2303,0.9133,-0.2365,1981,5,2967,-0.0022,9.8223,0.9459,0.3763,1950,5
1.300,11.4,1.166,0.071,0.029,7447,2,-180.6,3157,0.0017,-0.0016,0.0145,-0.1909,-85,-11,3113,0.0009,-0.0013,0.1496,0.0984,-90,80,3001,-0.0014,8.4187,0.9251,-0.2465,1980,5,2965,-0.0022,9.9141,0.9435,0.3852,1949,5
1.320,11.6,1.226,0.071,0.026,7442,2,-180.7,3157,0.0017,-0.0016,-0.0067,-0.1895,-78,-12,3115,0.0009,-0.0022,0.0997,0.1028,-76,91,2999,-0.0015,8.0532,0.9403,-0.2536,1980,6,2965,-0.0022,9.5668,0.9577,0.3836,1950,5
1.340,11.9,1.283,0.070,0.023,7500,2,-180.6,3155,0.0016,-0.0010,-0.0196,-0.1869,-76,-17,3118,0.0009,-0.0009,0.0708,0.1086,-67,87,2999,-0.0015,8.2394,0.9523,-0.2541,1981,6,2968,-0.0022,9.6480,0.9742,0.3716,1953,5
1.360,12.1,1.326,0.069,0.018,7455,2,-180.7,3154,0.0016,-0.0008,-0.0168,-0.1834,-75,-24,3121,0.0010,0.0000,-0.0125,0.1148,-66,50,2998,-0.0015,7.8906,0.9675,-0.2570,1982,6,2971,-0.0021,9.3070,1.0071,0.3598,1956,5
1.380,12.3,1.320,0.069,0.014,7491,2,-180.7,3151,0.0015,-0.0007,0.0006,-0.1772,-78,-24,3125,0.0011,0.0000,0.0054,0.1234,-81,29,2998,-0.0015,7.7957,0.9752,-0.2598,1983,6,2976,-0.0020,9.1996,1.0042,0.3405,1960,5
1.400,12.5,1.317,0.069,0.009,7382,2,520.4,3148,0.0015,-0.0010,0.0280,-0.1724,-81,-14,3128,0.0011,-0.0013,0.0420,0.1307,-86,27,2996,-0.0015,7.4655,0.9772,-0.2642,1984,6,2980,-0.0019,8.8722,0.9985,0.3266,1964,5
1.420,12.7,1.319,0.069,0.006,7315,2,520.3,3145,0.0015,-0.0012,0.0376,-0.1664,-83,-1,3132,0.0012,-0.0017,0.0976,0.1389,-85,50,2994,-0.0016,7.1424,0.9802,-0.2743,1985,7,2983,-0.0018,8.5567,1.0067,0.3156,1967,6
1.440,12.9,1.328,0.069,0.007,7459,2,516.9,3144,0.0014,-0.0013,0.0285,-0.1625,-76,9,3135,0.0013,-0.0017,0.0959,0.1448,-75,69,2992,-0.0016,7.3315,0.9745,-0.2813,1983,7,2985,-0.0018,8.6684,1.1049,0.3079,1969,6
1.460,13.1,1.392,0.069,0.009,7499,2,-180.7,3145,0.0014,-0.0009,0.0151,-0.1650,-78,11,3134,0.0012,-0.0008,0.1192,0.1430,-76,93,2993,-0.0016,7.2427,0.9738,-0.2781,1984,7,2984,-0.0018,8.5592,0.9937,0.3111,1969,6
1.480,13.3,1.457,0.069,0.011,7516,2,-180.7,3146,0.0015,-0.0010,0.0012,-0.1676,-80,5,3133,0.0012,-0.0009,0.0456,0.1405,-72,78,2995,-0.0016,7.2589,0.9858,-0.2704,1987,7,2984,-0.0018,8.3992,1.0245,0.3111,1970,6
1.500,13.5,1.500,0.070,0.012,7534,2,-180.9,3147,0.0015,-0.0012,0.0005,-0.1699,-76,-2,3132,0.0012,-0.0006,0.0128,0.1375,-74,51,2996,-0.0016,7.0143,0.9995,-0.2667,1988,7,2983,-0.0018,8.1174,1.0502,0.3152,1970,6
1.520,13.7,1.523,0.070,0.014,7468,2,-180.6,3148,0.0015,-0.0009,0.0133,-0.1721,-85,-4,3130,0.0012,-0.0007,0.0213,0.1347,-80,35,2995,-0.0016,6.9582,1.0137,-0.2681,1989,7,2981,-0.0019,7.9647,1.0539,0.3242,1971,6
1.540,13.9,1.548,0.071,0.014,7372,2,-180.5,3149,0.0015,-0.0015,0.0330,-0.1739,-74,3,3129,0.0012,-0.0012,0.0402,0.1319,-80,30,2995,-0.0016,6.6445,1.0282,-0.2707,1990,7,2978,-0.0019,7.6003,1.0516,0.3335,1971,7
1.560,14.1,1.584,0.070,0.013,7335,2,520.3,3149,0.0015,-0.0007,0.0423,-0.1731,-76,13,3129,0.0011,-0.0012,0.0966,0.1316,-84,53,2993,-0.0016,6.5553,1.0478,-0.2777,1990,8,2977,-0.0020,7.3970,1.0886,0.3400,1972,7
1.580,14.4,1.628,0.067,0.012,7488,2,513.0,3147,0.0015,-0.0009,0.0369,-0.1702,-90,19,3129,0.0012,-0.0014,0.0933,0.1322,-78,69,2993,-0.0016,6.7403,1.0638,-0.2757,1990,8,2979,-0.0019,7.4059,1.1039,0.3327,1974,7
1.600,14.6,1.688,0.066,0.013,7472,2,-180.7,3146,0.0015,-0.0018,0.0255,-0.1680,-75,20,3128,0.0011,-0.0011,0.1238,0.1307,-79,94,2999,-0.0015,6.6937,1.0726,-0.2553,1994,8,2984,-0.0018,7.2728,1.1672,0.3112,1979,8
1.620,14.8,1.751,0.067,0.016,7379,2,-180.5,3146,0.0015,-0.0007,0.0137,-0.1681,-69,15,3127,0.0011,-0.0011,0.1011,0.1286,-79,101,3001,-0.0014,6.5086,1.0866,-0.2478,1996,8,2985,-0.0018,6.9846,1.2376,0.3069,1981,8
1.640,15.0,1.829,0.066,0.017,7338,2,-180.4,3148,0.0015,-0.0004,0.0141,-0.1718,-85,9,3125,0.0011,-0.0010,0.0234,0.1239,-66,67,3001,-0.0014,6.4270,1.1077,-0.2455,1998,8,2983,-0.0018,6.8082,1.1407,0.3173,1982,8
1.660,15.2,1.860,0.068,0.018,7446,2,514.7,3148,0.0015,-0.0014,0.0234,-0.1726,-77,6,3124,0.0011,-0.0002,0.0295,0.1222,-74,46,3003,-0.0014,6.0800,1.1275,-0.2402,2002,9,2983,-0.0018,6.4016,1.2632,0.3158,1986,9
1.680,15.4,1.887,0.069,0.019,7496,2,-180.7,3149,0.0015,-0.0010,0.0414,-0.1747,-82,13,3124,0.0011,-0.0008,0.0688,0.1206,-87,50,3000,-0.0014,5.6329,1.1454,-0.2492,2007,10,2979,-0.0019,5.8689,1.2135,0.3305,1990,10
1.700,15.6,1.932,0.070,0.021,7431,2,-180.6,3151,0.0015,-0.0012,0.0436,-0.1771,-81,20,3123,0.0010,-0.0017,0.1339,0.1188,-90,84,2998,-0.0015,4.9809,1.1634,-0.2598,2015,11,2975,-0.0020,5.1320,1.1862,0.3471,1997,11
1.720,15.8,2.013,0.070,0.021,7414,3,-180.6,3152,0.0016,-0.0011,0.0417,-0.1797,-74,26,3121,0.0010,-0.0018,0.1397,0.1164,-78,110,2998,-0.0015,4.1273,1.1817,-0.2575,2032,13,2973,-0.0021,4.2236,1.2066,0.3524,2014,13
1.740,16.0,2.125,0.069,0.019,7355,3,519.9,3152,0.0016,-0.0007,0.0269,-0.1799,-83,23,3121,0.0010,-0.0010,0.1859,0.1161,-82,149,2999,-0.0015,3.5479,1.2062,-0.2564,2051,16,2973,-0.0020,3.7421,1.2424,0.3521,2030,16
1.760,16.3,2.216,0.069,0.016,7362,3,518.5,3150,0.0015,-0.0012,0.0068,-0.1754,-78,12,3123,0.0010,-0.0012,0.1084,0.1195,-72,136,2997,-0.0015,3.4885,1.2324,-0.2616,2058,17,2975,-0.0020,3.8424,1.2589,0.3455,2032,16
1.780,16.5,2.308,0.068,0.013,7377,3,516.5,3148,0.0015,-0.0009,-0.0047,-0.1708,-80,-1,3125,0.0011,-0.0007,0.1879,0.1230,-92,165,2997,-0.0015,3.9658,1.2533,-0.2639,2045,16,2978,-0.0020,4.4858,1.2803,0.3357,2019,14
