Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
7.100,51.4,39.293,0.353,-0.647,4322,3,469.1,2903,-0.0019,-0.0012,2.6213,0.2187,-77,2174,4575,0.0178,-0.0007,2.7997,2.0345,-35,3477,1646,-0.0167,0.8311,9.2985,-2.8705,1333,306,3317,0.0030,1.0020,9.9668,-0.5092,2537,529
7.120,51.6,42.334,0.360,-0.572,4587,3,496.3,3031,-0.0004,-0.0017,2.8212,0.0471,-91,2372,4471,0.0165,-0.0006,2.9980,1.8943,-57,3542,1711,-0.0159,0.9263,9.9056,-2.7397,1361,303,3151,0.0010,1.1311,10.6660,-0.1724,2377,477
7.140,51.7,45.621,0.358,-0.531,5105,3,520.1,3107,0.0005,-0.0009,2.9811,-0.0556,-60,2514,4381,0.0155,-0.0008,3.2438,1.7731,-56,3634,1760,-0.0154,1.1185,10.6126,-2.6410,1366,279,3034,-0.0004,1.3938,11.4960,0.0647,2240,408
7.160,51.8,49.169,0.347,-0.525,5682,3,534.8,3134,0.0008,-0.0012,3.2282,-0.0919,-80,2650,4315,0.0147,-0.0005,3.5003,1.6846,-21,3733,1794,-0.0150,1.3467,11.3910,-2.5719,1359,252,2975,-0.0011,1.6760,12.4730,0.1828,2153,359
7.180,52.0,52.799,0.331,-0.549,6259,3,530.9,3116,0.0006,-0.0014,3.5403,-0.0673,-76,2769,4283,0.0143,0.0000,3.8144,1.6410,-7,3862,1818,-0.0147,1.5730,12.3135,-2.5225,1352,235,2985,-0.0009,1.9336,13.4793,0.1621,2128,335
7.200,52.1,46.888,0.302,-0.502,6860,3,389.9,3059,-0.0001,-0.0117,-15.4360,-1182.9200,-2,-3183,4280,0.0143,-0.0138,-10.5971,-927.8058,-325,-4526,1822,-0.0146,1.8416,12.9916,-2.5142,1334,214,3043,-0.0003,2.2106,14.1325,0.0452,2142,316
7.220,52.2,40.452,0.263,-0.386,7133,3,78.9,3069,0.0000,-0.0105,-13.6844,-1182.9320,-112,-3129,4186,0.0132,-0.0051,-8.8559,-927.9329,-173,-4405,1940,-0.0132,1.9976,13.5976,-2.2760,1404,217,3058,-0.0001,2.3051,14.5558,0.0162,2140,308
7.240,52.4,34.101,0.217,-0.208,6940,3,-95.0,3139,0.0009,-0.0074,-12.2094,-1183.0270,-114,-3232,3998,0.0110,-0.0068,-7.2516,-928.1868,-176,-4255,2155,-0.0107,1.9241,14.0447,-1.8425,1556,258,3013,-0.0006,2.2273,14.9112,0.1063,2115,325
7.260,52.5,27.898,0.168,0.020,6686,3,-74.5,3254,0.0022,-0.0048,-10.8006,-1183.1820,-80,-3400,3716,0.0077,-0.0046,-5.8810,-928.5660,-180,-3988,2443,-0.0073,1.8064,14.4293,-1.2586,1762,316,2905,-0.0019,2.0905,15.1428,0.3243,2050,337
7.280,52.6,21.915,0.120,0.283,6449,3,-68.2,3402,0.0040,-0.0042,-9.4198,-1183.3820,-63,-3603,3357,0.0034,-0.0044,-4.6827,-929.0508,-159,-3577,2775,-0.0034,1.7102,14.7937,-0.5874,1995,387,2730,-0.0040,1.9926,15.2718,0.6791,1940,338
7.300,52.8,16.216,0.078,0.571,6179,3,-66.7,3566,0.0059,-0.0037,-8.3109,-1183.6020,-90,-3808,2935,-0.0015,-0.0039,-3.5955,-929.6193,-149,-3019,3116,0.0006,1.5570,14.8649,0.1014,2238,468,2485,-0.0068,1.8508,15.2507,1.1736,1781,329
7.320,53.0,10.932,0.045,0.870,5962,3,-64.7,3738,0.0079,-0.0022,-7.5327,-1183.8340,-87,-4005,2467,-0.0070,-0.0027,-2.8339,-930.2505,-134,-2354,3445,0.0045,1.4878,14.8765,0.7666,2472,554,2174,-0.0105,1.7838,15.2392,1.8030,1573,306
7.340,53.1,13.528,0.034,1.091,5745,3,98.7,3926,0.0101,-0.0089,12.7985,-1.1599,-149,4177,1990,-0.0127,-0.0016,13.3802,-1.4501,59,2171,3756,0.0081,1.3220,14.9602,1.3964,2700,668,1820,-0.0147,1.7020,15.3245,2.5187,1330,270
7.360,53.2,18.780,0.037,1.207,5604,3,170.6,4058,0.0117,-0.0046,12.2179,-1.3381,-91,4189,1631,-0.0169,-0.0050,12.6896,-1.9341,-42,1749,3929,0.0102,1.3176,15.4747,1.7462,2812,724,1502,-0.0184,1.5950,15.7153,3.1620,1108,242
7.380,53.3,23.748,0.051,1.221,5502,3,224.5,4119,0.0124,-0.0047,11.8093,-1.4202,-129,4237,1433,-0.0192,-0.0023,12.2219,-2.2016,-28,1542,3981,0.0108,1.2550,15.6060,1.8512,2855,771,1295,-0.0208,1.5572,16.3515,3.5815,958,223
7.400,53.4,28.573,0.078,1.136,5508,3,296.2,4128,0.0125,-0.0038,11.5269,-1.4328,-82,4259,1410,-0.0195,0.0009,11.8910,-2.2323,-3,1524,3936,0.0102,1.2457,15.9498,1.7601,2823,785,1217,-0.0217,1.5806,17.0334,3.7375,900,216
7.420,53.5,33.385,0.114,0.961,5590,3,352.8,4096,0.0121,-0.0040,11.2866,-1.3893,-93,4242,1567,-0.0176,0.0015,11.8457,-2.0197,9,1692,3806,0.0087,1.2660,16.4390,1.4966,2728,772,1277,-0.0210,1.6120,17.4072,3.6169,941,227
7.440,53.6,37.988,0.160,0.710,5719,3,397.0,4020,0.0112,-0.0032,11.0985,-1.2866,-92,4181,1881,-0.0139,-0.0004,11.6694,-1.5975,-14,2024,3592,0.0062,1.3200,17.0806,1.0650,2571,729,1453,-0.0190,1.6728,18.1272,3.2611,1062,259
7.460,53.7,42.573,0.213,0.395,6373,3,419.9,3898,0.0098,-0.0027,10.9630,-1.1217,-88,4073,2317,-0.0088,0.0011,11.6642,-1.0090,-5,2477,3298,0.0027,1.5626,17.7831,0.4700,2345,604,1718,-0.0159,1.9918,18.9444,2.7260,1235,272
7.480,53.8,47.219,0.273,0.028,7092,3,418.3,3719,0.0077,-0.0024,10.8899,-0.8811,-81,3906,2840,-0.0027,0.0013,11.7867,-0.3046,0,3005,2923,-0.0017,1.8567,18.3537,-0.2894,2067,468,2043,-0.0120,2.3300,19.8664,2.0681,1445,287
7.500,53.8,51.772,0.337,-0.376,7309,3,-180.4,3473,0.0048,-0.0021,11.0230,-0.5495,-58,3663,3411,0.0041,0.0013,12.0100,0.4658,-9,3566,2452,-0.0072,1.9393,19.1661,-1.2414,1737,381,2390,-0.0080,2.4607,20.9727,1.3668,1669,324
7.520,53.9,56.068,0.399,-0.806,7369,3,442.6,3162,0.0011,-0.0017,11.2681,-0.1302,-41,3349,4000,0.0110,0.0015,12.3825,1.2597,12,4123,1901,-0.0137,2.0136,19.9840,-2.3551,1357,306,2739,-0.0038,2.4777,22.0158,0.6608,1897,389
7.540,53.9,60.065,0.455,-1.246,7385,3,457.9,2792,-0.0032,-0.0012,11.5886,0.3683,-34,2970,4587,0.0179,0.0020,12.7870,2.0507,-19,4658,1299,-0.0208,2.0459,20.8778,-3.5723,934,216,3093,0.0003,2.4574,23.1162,-0.0563,2124,460
7.560,53.9,63.623,0.503,-1.678,7444,3,466.3,2373,-0.0081,0.0003,12.0376,0.9335,-5,2534,5146,0.0245,0.0022,13.3528,2.8047,10,5142,670,-0.0282,2.1042,21.8729,-4.8437,486,115,3443,0.0044,2.4712,24.1952,-0.7635,2344,531
7.580,53.9,66.722,0.540,-2.085,7371,3,478.0,1921,-0.0135,-0.0008,12.5892,1.5435,-27,2057,5656,0.0305,0.0010,14.3132,3.4921,26,5544,38,-0.0356,2.1049,22.7755,-6.1220,28,7,3773,0.0083,2.4192,25.4738,-1.4314,2547,618
7.600,53.9,69.460,0.570,-2.458,7392,3,484.6,1454,-0.0190,0.0023,13.2289,2.1723,2,1560,6097,0.0357,0.0034,14.8371,4.0862,-40,5886,0,-0.0427,2.1389,23.7872,-7.3481,0,0,4074,0.0119,2.4471,26.7328,-2.0395,2725,685
7.620,53.9,71.832,0.594,-2.792,7372,3,491.8,988,-0.0244,0.0042,14.0814,2.8012,10,1059,6462,0.0400,0.0028,15.8036,4.5782,14,6134,0,-0.0496,2.1452,24.8448,-8.5205,0,0,4326,0.0148,2.4328,27.8160,-2.5488,2873,752
7.640,53.9,73.731,0.616,-3.078,7414,3,494.6,537,-0.0298,0.0071,14.8961,3.4091,10,575,6755,0.0434,0.0018,16.6850,4.9743,-2,6315,0,-0.0559,2.1717,25.7963,-9.6133,0,0,4530,0.0172,2.4888,29.1177,-2.9619,2986,807
7.660,53.8,75.332,0.638,-3.310,7499,3,493.8,119,-0.0347,0.0138,15.6299,3.9724,5,127,6975,0.0460,0.0022,18.0169,5.2704,-2,6406,0,-0.0618,2.1751,26.7803,-10.6251,0,0,4667,0.0188,2.5096,30.3866,-3.2391,3058,856
7.680,53.8,76.765,0.658,-3.489,7475,3,-180.7,0,-0.0390,0.0179,16.6563,4.4658,0,0,7128,0.0478,0.0030,18.8477,5.4764,-14,6463,0,-0.0671,2.1491,27.7967,-11.5333,0,0,4737,0.0197,2.4716,31.6601,-3.3799,3090,912
7.700,53.8,78.281,0.675,-3.616,7398,3,-180.5,0,-0.0427,0.0260,17.6928,4.8887,0,0,7212,0.0488,0.0035,20.1286,5.5904,2,6449,0,-0.0717,2.0779,28.8647,-12.3233,0,0,4745,0.0198,2.3838,32.9635,-3.3954,3083,977
7.720,53.7,79.722,0.681,-3.700,7383,3,-180.5,0,-0.0458,0.0352,18.7127,5.2427,0,0,7235,0.0491,0.0038,21.1725,5.6211,15,6398,0,-0.0755,2.0508,29.9234,-12.9812,0,0,4705,0.0193,2.1888,34.0645,-3.3144,3047,1070
7.740,53.7,80.963,0.680,-3.737,7364,4,-180.5,0,-0.0483,0.0432,19.5659,5.5311,0,0,7207,0.0487,0.0040,22.5677,5.5831,8,6298,0,-0.0783,2.0539,31.0365,-13.4602,0,0,4654,0.0187,1.8159,35.5939,-3.2110,2982,1282
7.760,53.6,81.918,0.671,-3.731,7376,4,512.4,0,-0.0501,0.0539,20.7080,5.7456,0,0,7131,0.0478,0.0050,23.8233,5.4804,16,6170,0,-0.0801,2.0024,32.3696,-13.7767,0,0,4580,0.0178,1.7149,36.7084,-3.0623,2905,1402
7.780,53.5,82.770,0.650,-3.686,7394,4,511.6,0,-0.0513,0.0659,21.7096,5.8788,0,0,7020,0.0465,0.0060,25.2003,5.3306,30,6017,0,-0.0809,1.8450,33.2257,-13.9021,0,0,4506,0.0169,2.0819,37.9070,-2.9119,2877,1226
7.800,53.5,83.656,0.619,-3.604,7416,4,510.2,0,-0.0517,0.0785,22.8281,5.9211,0,0,6888,0.0450,0.0065,26.5257,5.1537,25,5857,0,-0.0803,1.9580,34.3832,-13.8062,0,0,4453,0.0163,2.4258,39.2304,-2.8060,2852,1085
7.820,53.4,84.590,0.583,-3.485,7308,4,517.5,0,-0.0512,0.0888,24.0434,5.8694,0,0,6742,0.0432,0.0081,27.7080,4.9561,34,5696,0,-0.0785,2.2124,35.5802,-13.4995,0,0,4420,0.0159,2.7971,40.5711,-2.7388,2834,974
7.840,53.3,85.621,0.542,-3.334,7207,4,524.4,0,-0.0500,0.0967,25.1181,5.7340,0,0,6578,0.0413,0.0097,29.1000,4.7345,44,5521,0,-0.0757,2.4925,36.7392,-13.0170,0,0,4394,0.0156,3.1475,41.9786,-2.6858,2817,895
7.860,53.3,86.738,0.501,-3.152,7115,4,530.6,0,-0.0482,0.1010,26.2974,5.5231,0,0,6395,0.0392,0.0105,30.5563,4.4889,41,5334,0,-0.0721,2.8015,38.1841,-12.3946,0,0,4363,0.0153,3.5413,43.5109,-2.6234,2795,823
7.880,53.2,87.937,0.460,-2.943,7031,4,536.3,0,-0.0457,0.1038,27.4813,5.2420,0,0,6198,0.0368,0.0122,32.0817,4.2226,44,5139,0,-0.0678,3.0971,39.1956,-11.6604,0,0,4320,0.0148,3.9509,44.9400,-2.5365,2767,758
7.900,53.1,89.206,0.418,-2.714,6980,4,541.2,0,-0.0427,0.1062,28.9396,4.8910,0,0,5993,0.0344,0.0157,33.6979,3.9465,65,4941,0,-0.0629,3.4382,40.4585,-10.8196,0,0,4271,0.0142,4.3804,46.2425,-2.4367,2735,698
7.920,53.0,90.338,0.374,-2.465,7381,4,517.4,0,-0.0390,0.1024,30.1118,4.4684,0,0,5796,0.0321,0.0197,35.1460,3.6809,90,4755,0,-0.0574,3.7718,41.7545,-9.8649,0,0,4232,0.0137,4.8442,47.7222,-2.3591,2709,648
7.940,52.9,91.558,0.332,-2.199,7385,4,515.3,110,-0.0348,0.1010,31.3903,3.9845,19,105,5598,0.0298,0.0176,36.7766,3.4144,62,4571,0,-0.0513,3.9507,43.3282,-8.8098,0,0,4197,0.0133,5.0218,49.2299,-2.2885,2685,638
7.960,52.8,93.032,0.288,-1.924,7430,4,513.7,510,-0.0301,0.0973,32.6588,3.4456,70,465,5405,0.0275,0.0230,38.4223,3.1531,74,4392,0,-0.0447,4.0318,44.4223,-7.6808,0,0,4162,0.0129,5.2342,50.7581,-2.2174,2660,627
7.980,52.7,94.711,0.241,-1.649,7443,4,513.1,929,-0.0251,0.0906,33.9729,2.8811,109,831,5212,0.0252,0.0287,40.1126,2.8933,95,4215,0,-0.0378,4.1605,45.7658,-6.5016,0,0,4134,0.0126,5.4398,52.3272,-2.1600,2640,618
8.000,52.6,96.612,0.194,-1.384,7443,4,514.0,1349,-0.0202,0.0815,35.2450,2.3143,134,1191,5020,0.0230,0.0343,41.7740,2.6352,112,4044,447,-0.0308,4.2336,47.1667,-5.2958,307,82,4118,0.0124,5.6272,53.9204,-2.1285,2627,616
8.020,52.5,98.753,0.150,-1.140,7414,4,514.9,1739,-0.0156,0.0707,36.5328,1.7878,141,1518,4821,0.0207,0.0383,43.4789,2.3663,118,3869,1015,-0.0241,4.3564,48.4862,-4.1473,688,185,4096,0.0121,5.9202,55.5438,-2.0839,2611,599
8.040,52.4,101.187,0.115,-0.927,7426,4,-180.7,2080,-0.0116,0.0623,37.8139,1.3283,138,1795,4618,0.0183,0.0424,45.1890,2.0925,118,3694,1519,-0.0182,4.4844,49.8627,-3.1283,1019,271,4056,0.0117,6.2805,57.3345,-2.0029,2585,574
8.060,52.2,103.765,0.091,-0.749,7396,4,516.0,2367,-0.0082,0.0588,39.1284,0.9425,135,2020,4430,0.0161,0.0502,46.9814,1.8397,128,3532,1937,-0.0133,4.6310,51.3097,-2.2820,1288,345,4001,0.0110,6.5430,58.8920,-1.8912,2550,563
8.080,52.1,106.490,0.080,-0.609,7498,4,509.6,2588,-0.0056,0.0558,40.4278,0.6444,128,2188,4255,0.0140,0.0617,48.8940,1.6040,148,3379,2249,-0.0096,4.8513,52.6989,-1.6513,1485,391,3917,0.0100,7.0395,60.6287,-1.7214,2499,530
8.100,51.9,109.279,0.084,-0.508,7375,4,517.3,2750,-0.0037,0.0555,41.8281,0.4257,123,2305,4104,0.0122,0.0697,50.8042,1.4004,157,3247,2451,-0.0072,4.9234,54.1482,-1.2425,1610,430,3806,0.0087,7.3581,62.4145,-1.4966,2431,509
8.120,51.7,112.084,0.102,-0.447,7449,4,379.7,2865,-0.0024,-0.0158,36.4652,-393.4699,-74,2440,3994,0.0109,-0.0029,47.4639,-308.1159,-35,3186,2550,-0.0061,5.1949,55.6441,-1.0422,1671,435,3680,0.0072,7.9552,64.2418,-1.2420,2355,470
8.140,51.6,114.883,0.130,-0.423,7371,4,79.1,2936,-0.0015,-0.0115,34.8791,-571.3076,-119,2525,3931,0.0102,0.0089,47.2547,-447.8547,-76,3147,2556,-0.0060,5.3949,57.1894,-1.0304,1672,431,3551,0.0057,8.4482,66.1351,-0.9812,2276,441
8.160,51.4,117.749,0.166,-0.432,7199,4,-100.9,2974,-0.0011,-0.0023,33.0904,-765.3254,-103,2586,3915,0.0100,0.0240,46.9077,-600.2796,-51,3141,2489,-0.0068,5.5209,58.7541,-1.1661,1628,423,3429,0.0043,9.0227,68.0949,-0.7358,2202,413
8.180,51.2,120.570,0.206,-0.472,6952,4,-78.9,2982,-0.0010,0.0331,34.7540,-765.3366,36,2586,3944,0.0103,0.0793,49.4433,-600.2393,102,3147,2363,-0.0083,5.5372,60.3916,-1.4215,1547,409,3325,0.0030,9.6060,70.1528,-0.5241,2138,387
8.200,51.0,123.359,0.251,-0.538,6794,4,-71.0,2964,-0.0012,0.0515,36.5321,-765.3118,122,2546,4013,0.0112,0.0927,51.9003,-600.1463,177,3172,2192,-0.0103,5.7181,62.0129,-1.7666,1438,379,3241,0.0021,10.4129,72.1454,-0.3555,2086,360
8.220,50.8,126.020,0.300,-0.625,6635,4,-69.7,2928,-0.0016,-0.0134,29.6233,-1268.8720,-104,2591,4125,0.0125,-0.0091,47.6611,-995.6884,-54,3279,1987,-0.0127,5.9743,63.6856,-2.1805,1308,342,3184,0.0014,11.4110,74.0991,-0.2396,2051,334
8.240,50.6,128.757,0.350,-0.731,6402,4,-68.1,2879,-0.0022,0.0279,31.5704,-1268.8050,15,2551,4270,0.0142,0.0540,50.3848,-995.4932,13,3376,1756,-0.0154,6.2451,65.3940,-2.6475,1160,298,3147,0.0010,12.4932,76.1558,-0.1652,2028,312
8.260,50.3,131.320,0.398,-0.849,6177,4,-66.4,2819,-0.0029,0.0526,33.6112,-1268.7250,129,2474,4446,0.0162,0.0989,53.3028,-995.2555,150,3476,1511,-0.0183,6.5125,67.1425,-3.1439,1001,254,3138,0.0008,14.2042,78.2566,-0.1454,2021,283
8.280,50.1,133.698,0.441,-0.972,5928,4,-64.7,2751,-0.0037,0.0648,35.7554,-1268.6330,173,2385,4640,0.0185,0.1147,56.3180,-994.9944,231,3580,1263,-0.0212,6.8691,68.9460,-3.6453,840,208,3152,0.0010,16.6528,80.3820,-0.1747,2029,252
8.300,49.8,135.896,0.477,-1.094,5750,4,98.7,2678,-0.0046,0.5576,60.2066,0.5227,840,1947,4841,0.0209,0.8779,76.8834,2.3933,1435,3252,1027,-0.0240,7.3225,70.7720,-4.1234,686,165,3190,0.0015,20.8002,82.5045,-0.2505,2050,213
8.320,49.6,137.795,0.504,-1.207,5665,4,170.1,2601,-0.0055,0.4552,62.6241,0.6259,708,1905,5035,0.0232,-0.0172,80.0993,2.6550,1137,3499,816,-0.0265,8.0532,72.6239,-4.5488,548,124,3250,0.0022,28.8772,84.6382,-0.3726,2085,164
8.340,49.3,140.098,0.516,-1.312,5616,4,207.3,2527,-0.0063,0.3910,65.1535,0.7261,570,1883,5214,0.0253,-1.0415,83.5568,2.8965,507,3778,642,-0.0285,9.1025,74.5473,-4.9016,432,89,3329,0.0031,50.2702,86.9124,-0.5323,2128,105
8.360,48.9,142.925,0.515,-1.407,5614,4,281.8,2443,-0.0073,0.3632,67.8105,0.8393,466,1840,5362,0.0270,-1.4806,87.1492,3.0961,-157,3898,511,-0.0301,10.6647,76.5656,-5.1663,345,63,3430,0.0043,90.6657,88.2737,-0.7368,2184,56
8.380,48.6,145.672,0.496,-1.489,5638,4,254.0,2352,-0.0084,-0.0729,58.1930,-709.1463,72,1858,5485,0.0285,-0.5497,81.2818,-554.6807,-750,3882,426,-0.0311,12.7625,78.5898,-5.3372,288,46,3559,0.0058,92.3681,88.2775,-0.9975,2260,55
8.400,48.3,148.358,0.465,-1.555,5581,4,65.0,2245,-0.0097,0.0167,61.1218,-709.0022,-23,1780,5560,0.0293,1.2111,85.0802,-554.5797,-472,3971,389,-0.0315,15.7679,80.6677,-5.4132,263,35,3703,0.0075,39.8313,86.0246,-1.2891,2350,107
8.420,47.9,150.228,0.428,-1.602,5385,4,-64.8,2143,-0.0109,0.1473,64.2201,-708.8636,34,1696,5605,0.0299,2.9519,87.1874,-554.5189,951,3878,401,-0.0314,20.2407,82.7702,-5.3892,271,29,3863,0.0094,24.3336,83.7190,-1.6121,2449,189
8.440,47.6,151.060,0.388,-1.621,5155,4,-59.2,2054,-0.0119,0.2817,67.4113,-708.7444,137,1614,5620,0.0300,0.0397,87.1752,-554.4988,1092,3833,453,-0.0307,27.8760,84.8015,-5.2840,306,25,4018,0.0112,17.4625,81.6138,-1.9263,2543,275
8.460,47.2,151.981,0.346,-1.613,4914,4,-57.5,1983,-0.0127,0.4071,70.5834,-708.6491,232,1537,5591,0.0297,-0.5527,83.6649,-554.5369,458,3961,533,-0.0298,44.7318,86.8155,-5.1212,359,20,4141,0.0127,13.3119,79.4249,-2.1750,2616,365
8.480,46.9,153.461,0.308,-1.589,4664,4,-55.7,1931,-0.0133,-0.0533,61.1229,-1446.4570,22,1529,5523,0.0289,-1.7771,87.2035,-1134.3910,-1097,3752,636,-0.0286,80.7900,88.2783,-4.9132,426,13,4227,0.0137,10.6031,77.1953,-2.3494,2665,457
8.500,46.5,155.202,0.275,-1.553,4410,4,-53.9,1904,-0.0137,0.0844,64.6082,-1446.4190,0,1508,5440,0.0279,2.7898,86.6182,-1134.5010,-745,3797,750,-0.0272,77.7551,88.2638,-4.6822,502,14,4287,0.0144,8.7464,74.9962,-2.4698,2697,547
8.520,46.1,156.127,0.251,-1.503,4153,4,-52.1,1900,-0.0137,0.2497,68.1347,-1446.4150,73,1498,5356,0.0269,1.8417,83.0180,-1134.6150,490,3788,872,-0.0258,43.3592,86.9899,-4.4358,583,23,4328,0.0148,7.3989,72.7914,-2.5524,2717,634
8.540,45.7,156.436,0.235,-1.435,3897,4,-50.3,1928,-0.0134,0.4163,71.6655,-1446.4520,180,1501,5273,0.0260,0.8415,79.2376,-1134.7270,900,3640,990,-0.0244,24.3644,84.8432,-4.1972,662,48,4335,0.0149,6.4323,70.6999,-2.5671,2716,709
8.560,45.3,156.699,0.228,-1.351,3649,4,-48.5,1980,-0.0128,0.5815,75.3134,-1446.5220,288,1512,5173,0.0248,0.2962,75.9204,-1134.8620,892,3579,1101,-0.0231,16.6607,82.7912,-3.9722,735,80,4295,0.0145,5.6869,68.4979,-2.4861,2688,770
8.580,44.9,157.330,0.229,-1.262,3395,4,-46.7,2055,-0.0119,0.7750,79.2181,-1446.6230,386,1534,5062,0.0235,0.0395,72.7454,-1135.0120,629,3580,1202,-0.0219,12.3525,80.7760,-3.7680,802,117,4210,0.0135,5.0747,66.4310,-2.3136,2633,819
8.600,44.4,158.341,0.236,-1.172,3159,4,-45.0,2148,-0.0108,-0.1725,71.0853,-2133.7260,140,1658,4957,0.0223,-0.2674,78.6030,-1674.9210,-430,3544,1292,-0.0209,9.7196,78.6423,-3.5861,859,158,4101,0.0122,4.5193,64.3353,-2.0946,2564,864
8.620,44.0,159.677,0.248,-1.085,2887,4,-43.1,2253,-0.0096,-0.0378,74.9959,-2133.8680,17,1741,4862,0.0211,0.3646,74.8553,-1675.0490,-288,3502,1370,-0.0200,7.8403,76.5507,-3.4297,908,203,3979,0.0107,3.9857,62.0627,-1.8469,2485,913
8.640,43.5,160.810,0.264,-1.000,2621,4,-41.2,2364,-0.0083,0.3486,79.4996,-2134.0170,31,1818,4777,0.0201,0.5695,71.2027,-1675.1630,174,3464,1434,-0.0192,6.4795,74.4468,-3.2986,946,250,3848,0.0092,3.5515,59.7302,-1.5822,2401,950
8.660,43.0,161.604,0.285,-0.917,2391,4,-39.6,2468,-0.0070,1.0257,83.6472,-2134.1580,168,1880,4693,0.0192,0.5086,67.7213,-1675.2760,558,3372,1481,-0.0186,5.5031,72.3399,-3.2052,972,294,3706,0.0075,3.2028,57.5162,-1.2942,2311,975
8.680,42.5,162.231,0.310,-0.837,2165,4,-38.0,2581,-0.0057,1.8756,86.3656,-2152.0570,395,1916,4621,0.0183,0.3578,64.4852,-1689.3180,688,3313,1516,-0.0182,4.6906,69.9864,-3.1336,989,340,3556,0.0058,2.8927,55.3416,-0.9925,2217,993
8.700,42.0,162.926,0.334,-0.765,1943,4,-36.4,2698,-0.0043,1.1681,86.2946,-2152.2140,526,1960,4561,0.0176,0.2346,60.9392,-1689.3990,629,3310,1539,-0.0180,4.0754,67.7989,-3.0870,998,381,3403,0.0040,2.6204,53.2467,-0.6813,2120,1005
8.720,41.5,163.859,0.360,-0.705,1725,4,-34.8,2805,-0.0031,0.2206,82.5883,-2152.3590,499,2046,4508,0.0170,0.1639,57.6520,-1689.4700,492,3330,1555,-0.0178,3.5280,65.5281,-3.0542,1000,425,3258,0.0023,2.3796,50.9094,-0.3896,2030,1012
8.740,41.0,165.065,0.382,-0.659,1511,4,-33.3,2908,-0.0019,-0.0096,78.0152,-2166.7740,381,2149,4478,0.0166,0.1434,54.1489,-1700.7280,389,3358,1563,-0.0177,3.0860,63.2434,-3.0393,996,466,3132,0.0008,2.1612,48.6841,-0.1352,1951,1020
8.760,40.5,166.525,0.403,-0.630,1298,4,-31.4,2999,-0.0008,0.0375,72.7838,-2166.8970,249,2239,4466,0.0165,0.1424,50.6099,-1700.7450,356,3390,1569,-0.0176,2.7046,60.8996,-3.0269,991,506,3035,-0.0004,1.9620,46.3239,0.0618,1889,1032
8.780,40.0,168.104,0.416,-0.620,1088,4,-29.5,3078,0.0001,0.1437,67.1348,-2167.0020,190,2307,4480,0.0166,0.1441,46.7387,-1700.7250,381,3440,1571,-0.0176,2.3677,58.5143,-3.0231,982,545,2973,-0.0011,1.7785,43.9568,0.1868,1849,1056
8.800,39.5,170.820,0.420,-0.643,982,4,29.3,3122,0.0007,0.4978,23.0943,-0.0759,863,2298,4502,0.0169,0.2340,13.2230,1.9367,1720,3431,1567,-0.0176,2.0620,55.9659,-3.0298,969,582,2948,-0.0014,1.5931,41.3895,0.2386,1832,1094
8.820,38.9,173.538,0.422,-0.697,1017,4,81.9,3116,0.0006,0.2491,17.0968,-0.0680,1162,2310,4548,0.0174,-0.0123,9.2123,1.9981,1222,4192,1546,-0.0179,1.7407,53.3286,-3.0723,941,621,2978,-0.0010,1.3565,38.8336,0.1771,1840,1177
8.840,38.4,177.816,0.418,-0.783,1061,3,101.7,3078,0.0002,-0.0018,10.1511,-0.0173,978,2615,4629,0.0184,-0.0025,4.5963,2.1071,-492,4790,1500,-0.0184,1.4500,50.7442,-3.1653,893,659,3051,-0.0002,1.1883,36.0177,0.0305,1865,1304
8.860,37.9,182.051,0.413,-0.905,879,3,90.2,2986,-0.0009,-0.0924,2.8899,0.1075,-122,3039,4729,0.0196,0.0050,0.4692,2.2418,801,4789,1421,-0.0194,1.4290,47.8302,-3.3262,835,660,3163,0.0012,1.2490,33.1582,-0.1979,1972,1307
8.880,37.6,184.842,0.405,-1.044,653,3,83.6,2844,-0.0026,0.0513,-3.8675,0.2986,-285,3084,4858,0.0211,0.0103,-3.7257,2.4157,474,1040,1298,-0.0208,1.5518,44.5740,-3.5737,787,575,3312,0.0029,1.3083,30.2707,-0.4978,2133,1218
8.900,37.3,181.598,0.396,-1.140,498,3,83.9,2666,-0.0047,-0.0443,-8.5137,0.5391,107,-289,4990,0.0226,0.0034,-6.5283,2.5947,125,-4302,1149,-0.0225,1.4430,41.1646,-3.8758,712,496,3474,0.0048,1.2150,27.6841,-0.8250,2270,1237
8.920,37.2,171.544,0.376,-1.129,350,3,84.2,2523,-0.0064,0.0236,-10.1780,0.7310,281,-2656,5061,0.0235,-0.0007,-7.7390,2.6904,-37,-5187,1042,-0.0238,1.3278,37.4018,-4.0912,657,449,3580,0.0061,1.1367,25.2150,-1.0410,2373,1253
