Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
0.220,0.0,-0.023,0.093,0.000,2816,1,163.7,3238,0.0020,-0.0027,0.0407,-0.2326,-10,1,3238,0.0020,-0.0036,0.0404,0.2326,-11,1,2893,-0.0020,0.1242,-0.0456,-0.3491,302,-1,2893,-0.0020,0.2175,-0.0463,0.3490,559,-1
0.240,0.1,-0.277,0.099,0.001,2949,1,165.5,3239,0.0020,0.0032,0.7238,-0.2338,-62,49,3239,0.0020,-0.0002,0.7141,0.2336,-62,49,2892,-0.0020,0.1738,-0.8086,-0.3507,1137,-47,2892,-0.0020,0.2822,-0.8234,0.3510,1947,-45
0.260,0.4,-0.492,0.117,0.002,3008,1,166.3,3252,0.0022,-0.0004,1.2323,-0.2513,-73,173,3250,0.0022,-0.0013,1.1954,0.2481,-75,169,2880,-0.0022,0.1989,-1.4810,-0.3751,1837,-156,2878,-0.0022,0.5726,-1.5200,0.3799,3038,-97
0.280,0.6,-0.004,0.147,0.001,2991,1,166.1,3286,0.0026,0.0023,-0.4151,-0.2975,-86,222,3281,0.0025,0.0057,-0.4319,0.2901,-71,217,2847,-0.0026,0.6471,-0.5246,-0.4422,3033,-146,2841,-0.0026,4.0163,-0.4606,0.4533,2470,-23
0.300,0.9,0.550,0.181,-0.004,2896,1,165.0,3339,0.0032,0.0148,-2.4188,-0.3682,-53,-32,3338,0.0032,0.0095,-2.4340,0.3667,-58,-38,2789,-0.0033,7.1054,0.6880,-0.5589,2101,-4,2788,-0.0033,12.9412,0.7634,0.5612,1876,0
0.320,1.1,0.252,0.213,-0.006,2942,1,165.7,3398,0.0039,0.0072,-0.9979,-0.4483,-36,-274,3408,0.0040,0.0056,-0.9024,0.4616,-53,-268,2722,-0.0040,8.5927,0.3568,-0.6949,1823,1,2732,-0.0039,16.3839,0.3124,0.6749,1790,1
0.340,1.2,-0.223,0.241,-0.002,3069,1,167.4,3460,0.0046,-0.0047,1.3692,-0.5314,-46,-198,3473,0.0048,-0.0026,1.2997,0.5494,-60,-202,2663,-0.0047,9.4697,0.2200,-0.8152,1768,1,2676,-0.0046,18.8377,0.2937,0.7883,1749,1
0.360,1.4,-0.305,0.263,0.002,3152,1,167.8,3520,0.0053,-0.0104,1.9594,-0.6125,-76,92,3525,0.0054,-0.0010,1.9868,0.6197,-63,92,2617,-0.0053,10.1203,0.3446,-0.9062,1736,1,2623,-0.0052,19.4729,0.4124,0.8953,1714,1
0.380,1.6,0.070,0.279,0.002,3229,1,168.5,3571,0.0059,-0.0001,0.2533,-0.6812,-88,245,3567,0.0059,0.0000,0.2752,0.6757,-66,248,2585,-0.0057,8.9290,0.6014,-0.9716,1717,2,2581,-0.0057,21.4515,0.6588,0.9797,1687,1
0.400,1.8,0.425,0.289,-0.001,3366,1,170.1,3606,0.0064,0.0082,-1.5461,-0.7278,-72,100,3601,0.0063,-0.0008,-1.5324,0.7218,-71,105,2560,-0.0059,9.1504,0.6933,-1.0217,1703,2,2556,-0.0060,23.6397,0.7399,1.0308,1669,1
0.420,1.9,0.372,0.292,-0.004,3415,1,192.5,3623,0.0066,0.0047,-1.3191,-0.7517,-56,-140,3626,0.0066,-0.0016,-1.3117,0.7556,-77,-135,2543,-0.0062,3.9006,0.5170,-1.0578,1696,3,2545,-0.0061,20.1735,0.5657,1.0519,1663,1
0.440,2.1,0.045,0.291,-0.003,3625,1,221.8,3629,0.0066,-0.0031,0.1227,-0.7594,-60,-203,3637,0.0067,-0.0010,0.2917,0.7708,-79,-178,2535,-0.0062,5.1427,0.3513,-1.0726,1693,3,2544,-0.0061,20.0942,0.3872,1.0556,1662,1
0.460,2.3,-0.176,0.285,0.001,3795,1,262.3,3627,0.0066,-0.0074,1.0550,-0.7562,-70,-77,3632,0.0067,-0.0037,1.0992,0.7638,-80,-48,2540,-0.0062,5.1752,0.3182,-1.0639,1698,2,2545,-0.0061,17.8365,0.3587,1.0525,1664,1
0.480,2.5,-0.102,0.276,0.003,4058,1,315.5,3618,0.0065,-0.0096,0.8147,-0.7441,-76,77,3616,0.0065,-0.0050,0.8938,0.7413,-78,113,2552,-0.0060,5.6810,0.3970,-1.0383,1705,2,2550,-0.0061,18.2781,0.4262,1.0424,1668,1
0.500,2.6,0.145,0.267,0.003,4360,1,368.8,3602,0.0063,-0.0101,-0.0271,-0.7229,-74,121,3594,0.0062,-0.0077,0.0077,0.7128,-74,159,2568,-0.0059,9.4416,0.4629,-1.0069,1712,2,2560,-0.0059,20.3972,0.5148,1.0221,1675,1
0.520,2.8,0.357,0.257,0.001,4731,1,415.2,3581,0.0061,-0.0094,-0.6800,-0.6941,-64,48,3574,0.0060,-0.0077,-0.5823,0.6849,-68,96,2582,-0.0057,9.7512,0.4848,-0.9773,1719,2,2575,-0.0058,20.3111,0.4927,0.9912,1684,1
0.540,3.0,0.385,0.248,-0.002,5133,1,452.5,3557,0.0058,-0.0050,-0.7416,-0.6618,-50,-65,3555,0.0058,-0.0059,-0.6538,0.6597,-58,-10,2595,-0.0055,10.1035,0.4429,-0.9509,1725,2,2594,-0.0056,20.0573,0.4752,0.9542,1696,1
0.560,3.2,0.242,0.239,-0.002,5697,1,481.8,3534,0.0055,0.0025,-0.3252,-0.6312,-44,-134,3537,0.0056,-0.0007,-0.3002,0.6360,-50,-82,2608,-0.0054,10.3727,0.3764,-0.9257,1728,2,2611,-0.0053,19.8120,0.4254,0.9185,1706,1
0.580,3.4,0.060,0.232,-0.001,6174,1,488.3,3516,0.0053,0.0100,0.1848,-0.6066,-58,-126,3521,0.0054,0.0072,0.2070,0.6132,-54,-76,2621,-0.0052,10.6175,0.3354,-0.8996,1732,2,2626,-0.0052,19.5614,0.3643,0.8897,1715,1
0.600,3.6,-0.047,0.227,0.001,6741,1,483.2,3503,0.0051,0.0082,0.4691,-0.5890,-81,-62,3505,0.0052,0.0098,0.5078,0.5917,-77,-12,2633,-0.0051,10.7938,0.3279,-0.8739,1737,1,2636,-0.0051,19.3793,0.3563,0.8698,1721,1
0.620,3.7,-0.024,0.224,0.003,7276,1,467.0,3494,0.0050,0.0009,0.4245,-0.5775,-98,11,3491,0.0050,0.0029,0.4653,0.5733,-99,61,2645,-0.0050,10.9499,0.3426,-0.8513,1742,1,2642,-0.0050,19.2299,0.3715,0.8576,1725,1
0.640,3.9,0.105,0.222,0.004,7376,1,471.8,3488,0.0050,-0.0054,0.1421,-0.5700,-93,51,3481,0.0049,-0.0053,0.2093,0.5603,-97,105,2652,-0.0049,11.1251,0.3690,-0.8359,1746,1,2645,-0.0049,19.0820,0.3968,0.8505,1727,1
0.660,4.1,0.256,0.221,0.002,7432,1,-180.6,3484,0.0049,-0.0050,-0.1779,-0.5647,-79,39,3477,0.0048,-0.0066,-0.0338,0.5540,-80,109,2655,-0.0048,11.3700,0.3820,-0.8296,1750,1,2647,-0.0049,18.8760,0.4134,0.8456,1729,1
0.680,4.3,0.343,0.222,0.000,7446,1,-180.7,3482,0.0049,-0.0017,-0.3505,-0.5611,-66,-13,3477,0.0048,-0.0032,-0.3298,0.5540,-60,52,2654,-0.0048,9.6965,0.3775,-0.8316,1751,1,2649,-0.0049,16.8844,0.4096,0.8423,1732,1
0.700,4.5,0.325,0.223,-0.001,7409,1,-180.7,3480,0.0049,0.0026,-0.3054,-0.5592,-71,-69,3480,0.0049,0.0032,-0.2610,0.5581,-65,-4,2651,-0.0049,9.9039,0.3560,-0.8394,1750,1,2650,-0.0049,16.8771,0.3879,0.8411,1733,1
0.720,4.7,0.234,0.225,-0.002,7311,1,-180.4,3481,0.0049,0.0016,-0.1208,-0.5600,-83,-97,3484,0.0049,0.0035,-0.0740,0.5639,-84,-32,2646,-0.0049,9.7197,0.3360,-0.8489,1749,2,2649,-0.0049,16.1380,0.3692,0.8431,1734,1
0.740,4.8,0.132,0.227,-0.001,7335,1,-180.5,3484,0.0049,-0.0013,0.0796,-0.5638,-90,-85,3488,0.0050,-0.0007,0.1052,0.5693,-95,-24,2642,-0.0050,8.8595,0.3213,-0.8576,1748,1,2646,-0.0049,14.7869,0.3551,0.8494,1733,1
0.760,5.0,0.081,0.230,0.000,7387,1,503.8,3489,0.0050,-0.0033,0.1789,-0.5704,-86,-46,3491,0.0050,-0.0037,0.2865,0.5740,-94,27,2638,-0.0050,8.9276,0.3149,-0.8642,1747,1,2641,-0.0050,14.2415,0.3453,0.8589,1732,1
0.780,5.2,0.108,0.232,0.001,7481,1,504.7,3495,0.0050,-0.0029,0.1406,-0.5783,-78,-7,3495,0.0050,-0.0049,0.1689,0.5783,-77,60,2636,-0.0051,9.5641,0.3191,-0.8696,1745,1,2636,-0.0051,13.9695,0.3498,0.8696,1730,1
0.800,5.4,0.186,0.234,0.001,7495,1,506.1,3500,0.0051,-0.0010,0.0212,-0.5856,-74,9,3498,0.0051,-0.0013,0.0777,0.5830,-68,78,2633,-0.0051,9.7519,0.3288,-0.8751,1744,1,2631,-0.0051,13.4344,0.3628,0.8790,1729,1
0.820,5.6,0.262,0.235,0.000,7526,1,-180.9,3504,0.0052,0.0002,-0.0926,-0.5911,-78,-2,3502,0.0051,0.0010,-0.0608,0.5885,-71,63,2630,-0.0051,9.0045,0.3329,-0.8814,1743,2,2628,-0.0052,12.3535,0.3665,0.8854,1729,1
0.840,5.8,0.290,0.237,-0.001,7462,1,-180.7,3507,0.0052,-0.0002,-0.1324,-0.5948,-83,-28,3506,0.0052,0.0010,-0.1044,0.5943,-82,32,2626,-0.0052,9.0805,0.3243,-0.8882,1741,2,2626,-0.0052,11.7547,0.3569,0.8889,1730,1
0.860,5.9,0.273,0.237,-0.001,7464,1,-180.6,3509,0.0052,-0.0013,-0.1008,-0.5971,-85,-50,3510,0.0052,-0.0009,-0.0627,0.5994,-89,9,2624,-0.0052,9.1850,0.3147,-0.8941,1740,2,2625,-0.0052,11.3085,0.3474,0.8907,1731,1
0.880,6.1,0.238,0.238,-0.002,7496,1,-180.7,3510,0.0052,-0.0018,-0.0412,-0.5986,-83,-57,3513,0.0053,-0.0022,0.0429,0.6028,-90,11,2622,-0.0052,9.1982,0.3083,-0.8980,1738,1,2625,-0.0052,10.8566,0.3404,0.8918,1732,1
0.900,6.3,0.213,0.238,-0.001,7477,1,-180.7,3511,0.0052,-0.0017,-0.0016,-0.6000,-78,-51,3514,0.0053,-0.0025,0.1914,0.6047,-86,50,2621,-0.0052,8.9145,0.2989,-0.8997,1739,1,2624,-0.0052,10.1135,0.3311,0.8926,1735,1
0.920,6.5,0.218,0.238,-0.001,7532,1,507.1,3511,0.0052,-0.0009,-0.0037,-0.6005,-76,-43,3514,0.0053,-0.0029,0.0428,0.6048,-69,51,2621,-0.0052,8.7204,0.2973,-0.8999,1740,1,2624,-0.0052,9.5066,0.3295,0.8935,1737,1
0.940,6.7,0.231,0.237,-0.001,7501,1,-180.8,3511,0.0052,-0.0003,-0.0166,-0.5999,-80,-38,3514,0.0053,0.0004,0.0505,0.6038,-68,55,2621,-0.0052,8.2829,0.2947,-0.8994,1741,1,2624,-0.0052,8.7508,0.3268,0.8935,1740,2
0.960,6.9,0.242,0.237,-0.001,7472,1,-180.7,3510,0.0052,-0.0008,-0.0273,-0.5987,-81,-37,3513,0.0053,0.0011,0.0009,0.6025,-76,46,2621,-0.0052,6.9770,0.2903,-0.8983,1748,2,2624,-0.0052,7.1626,0.3223,0.8927,1748,2
0.980,7.0,0.246,0.237,-0.001,7444,2,-180.7,3508,0.0052,-0.0009,-0.0312,-0.5971,-81,-38,3511,0.0052,0.0004,0.0609,0.6009,-90,53,2622,-0.0052,5.6440,0.2809,-0.8971,1761,2,2625,-0.0052,5.9340,0.3131,0.8914,1761,2
1.000,7.2,0.253,0.236,-0.001,7423,2,-180.6,3507,0.0052,-0.0007,-0.0399,-0.5955,-88,-40,3510,0.0052,-0.0020,0.0528,0.5994,-91,57,2622,-0.0052,5.9359,0.2742,-0.8962,1766,2,2625,-0.0052,6.7006,0.3063,0.8902,1761,2
1.020,7.4,0.270,0.236,-0.001,7412,2,513.9,3507,0.0052,-0.0021,-0.0546,-0.5945,-83,-46,3510,0.0052,-0.0024,0.0769,0.5986,-84,67,2623,-0.0052,7.9324,0.2733,-0.8955,1751,2,2626,-0.0052,9.2044,0.3053,0.8894,1744,2
1.040,7.6,0.286,0.236,-0.002,7326,2,519.0,3506,0.0052,-0.0017,-0.0650,-0.5937,-72,-54,3509,0.0052,-0.0019,0.0319,0.5982,-74,63,2623,-0.0052,11.3816,0.2725,-0.8952,1732,1,2626,-0.0052,13.0478,0.3044,0.8885,1729,1
1.060,7.8,0.279,0.235,-0.002,7481,2,-180.8,3505,0.0052,0.0000,-0.0534,-0.5926,-74,-60,3509,0.0052,-0.0008,-0.0256,0.5978,-67,39,2623,-0.0052,12.6822,0.2703,-0.8948,1725,1,2627,-0.0052,14.7155,0.3021,0.8870,1723,1
1.080,8.0,0.252,0.235,-0.002,7497,2,-180.7,3505,0.0052,-0.0001,-0.0191,-0.5917,-78,-58,3509,0.0052,0.0007,0.0065,0.5971,-73,28,2624,-0.0052,12.6511,0.2638,-0.8935,1726,1,2628,-0.0052,14.6507,0.2958,0.8853,1724,1
1.100,8.1,0.236,0.234,-0.001,7465,2,-180.7,3504,0.0052,-0.0005,0.0068,-0.5910,-83,-47,3508,0.0052,0.0002,0.0274,0.5958,-83,26,2625,-0.0052,12.2793,0.2644,-0.8912,1728,1,2628,-0.0051,14.1992,0.2955,0.8840,1725,1
1.120,8.3,0.231,0.234,-0.001,7422,2,-180.5,3504,0.0052,-0.0013,0.0178,-0.5903,-82,-32,3506,0.0052,-0.0010,0.0595,0.5939,-88,37,2626,-0.0052,11.8754,0.2633,-0.8885,1730,1,2629,-0.0051,13.8592,0.2949,0.8831,1726,1
1.140,8.5,0.248,0.233,-0.001,7470,2,516.8,3503,0.0051,-0.0013,0.0067,-0.5897,-79,-22,3505,0.0052,-0.0019,0.0483,0.5920,-84,44,2628,-0.0052,11.8102,0.2648,-0.8858,1732,1,2629,-0.0051,13.6008,0.3216,0.8825,1727,1
1.160,8.7,0.262,0.232,0.000,7396,2,520.2,3503,0.0051,-0.0007,-0.0070,-0.5901,-82,-18,3505,0.0052,-0.0017,0.0284,0.5918,-75,44,2632,-0.0051,11.3239,0.2673,-0.8761,1736,1,2634,-0.0051,13.0981,0.3011,0.8735,1731,1
1.180,8.9,0.276,0.230,0.001,7340,2,519.2,3504,0.0052,-0.0014,-0.0164,-0.5905,-77,-18,3504,0.0052,-0.0005,0.0471,0.5911,-75,49,2638,-0.0050,10.9439,0.2727,-0.8657,1740,1,2638,-0.0050,12.8134,0.3265,0.8648,1734,1
1.200,9.1,0.297,0.230,0.002,7365,2,-180.4,3505,0.0052,-0.0007,-0.0254,-0.5918,-75,-21,3503,0.0051,-0.0004,0.0137,0.5891,-77,43,2643,-0.0050,10.8371,0.2717,-0.8556,1744,1,2641,-0.0050,12.5962,0.3062,0.8596,1737,1
1.220,9.2,0.309,0.229,0.003,7372,2,-180.6,3506,0.0052,-0.0004,-0.0300,-0.5935,-79,-26,3501,0.0051,-0.0005,0.0194,0.5872,-82,38,2647,-0.0049,10.3718,0.2734,-0.8461,1747,1,2643,-0.0050,12.1665,0.3120,0.8556,1739,1
1.240,9.4,0.314,0.229,0.005,7455,2,-180.5,3507,0.0052,-0.0007,-0.0263,-0.5957,-82,-30,3500,0.0051,-0.0011,0.0135,0.5854,-82,31,2651,-0.0049,10.6199,0.2755,-0.8388,1750,1,2643,-0.0050,12.2736,0.3096,0.8541,1739,1
1.260,9.6,0.320,0.228,0.007,7418,2,-180.6,3510,0.0052,-0.0010,-0.0216,-0.5985,-83,-31,3499,0.0051,-0.0011,0.0400,0.5837,-81,35,2654,-0.0048,10.1960,0.2809,-0.8316,1754,1,2643,-0.0050,11.8536,0.3168,0.8538,1741,1
1.280,9.8,0.328,0.227,0.009,7381,2,-180.5,3512,0.0053,-0.0012,-0.0174,-0.6020,-80,-31,3497,0.0051,-0.0011,0.0169,0.5820,-77,30,2660,-0.0048,9.8782,0.2863,-0.8204,1758,1,2645,-0.0049,11.5705,0.3133,0.8504,1742,1
1.300,10.0,0.349,0.227,0.009,7499,2,515.2,3515,0.0053,-0.0010,-0.0200,-0.6057,-79,-31,3496,0.0051,-0.0006,0.0237,0.5800,-79,30,2665,-0.0047,9.9050,0.2862,-0.8105,1762,1,2646,-0.0049,11.5231,0.3359,0.8490,1744,1
1.320,10.2,0.345,0.227,0.011,7413,2,519.2,3517,0.0053,-0.0008,-0.0136,-0.6079,-79,-30,3496,0.0051,-0.0008,0.0263,0.5797,-80,28,2667,-0.0047,9.5546,0.2995,-0.8053,1765,1,2646,-0.0049,11.1024,0.3650,0.8478,1745,1
1.340,10.4,0.359,0.228,0.013,7378,2,521.0,3518,0.0053,-0.0007,-0.0105,-0.6104,-83,-27,3494,0.0050,-0.0008,0.0719,0.5772,-84,45,2668,-0.0047,9.2510,0.3035,-0.8037,1767,1,2644,-0.0050,10.8539,0.3529,0.8536,1744,1
1.360,10.5,0.386,0.228,0.014,7314,2,520.9,3520,0.0053,-0.0012,-0.0194,-0.6127,-82,-27,3492,0.0050,-0.0015,0.0313,0.5744,-81,45,2667,-0.0047,9.0112,0.3135,-0.8058,1767,1,2639,-0.0050,10.6033,0.3456,0.8634,1742,1
1.380,10.7,0.431,0.229,0.016,7327,2,-180.5,3522,0.0054,-0.0011,-0.0404,-0.6156,-80,-31,3490,0.0050,-0.0007,0.1483,0.5724,-90,90,2669,-0.0047,8.6280,0.3217,-0.8026,1769,2,2637,-0.0050,10.2601,0.3859,0.8673,1741,2
1.400,10.9,0.482,0.229,0.016,7411,2,-180.5,3523,0.0054,-0.0008,-0.0673,-0.6170,-84,-46,3488,0.0050,-0.0022,0.0018,0.5701,-75,67,2667,-0.0047,8.8755,0.3318,-0.8069,1768,2,2632,-0.0051,10.3780,0.3685,0.8774,1739,2
1.420,11.1,0.501,0.231,0.017,7464,2,511.1,3524,0.0054,-0.0010,-0.0703,-0.6181,-91,-62,3488,0.0050,-0.0006,0.0653,0.5697,-77,71,2666,-0.0047,8.4429,0.3424,-0.8089,1768,2,2630,-0.0051,9.9254,0.4554,0.8815,1739,2
1.440,11.3,0.495,0.233,0.018,7491,2,515.7,3524,0.0054,-0.0021,-0.0485,-0.6186,-78,-69,3487,0.0050,-0.0010,-0.0265,0.5683,-71,34,2661,-0.0048,8.6781,0.3506,-0.8180,1766,2,2624,-0.0052,10.0700,0.5029,0.8933,1735,2
1.460,11.5,0.488,0.234,0.017,7420,2,518.9,3525,0.0054,-0.0011,-0.0218,-0.6188,-72,-63,3485,0.0049,-0.0003,-0.0009,0.5658,-77,18,2654,-0.0048,8.3679,0.3493,-0.8325,1763,2,2615,-0.0053,9.7367,0.4025,0.9121,1730,2
1.480,11.6,0.466,0.236,0.017,7566,2,-180.8,3524,0.0054,0.0002,0.0037,-0.6177,-92,-50,3485,0.0049,-0.0005,0.0320,0.5653,-85,18,2647,-0.0049,8.5588,0.3596,-0.8469,1758,2,2608,-0.0054,9.8518,0.4721,0.9255,1727,2
1.500,11.8,0.474,0.239,0.017,7457,2,512.6,3522,0.0054,-0.0019,0.0121,-0.6159,-85,-32,3484,0.0049,-0.0011,0.0811,0.5639,-90,43,2638,-0.0050,8.2111,0.3640,-0.8651,1754,2,2599,-0.0055,9.4194,0.4212,0.9431,1723,2
1.520,12.0,0.503,0.241,0.015,7590,2,-180.8,3520,0.0053,-0.0018,0.0009,-0.6129,-71,-21,3483,0.0049,-0.0019,0.0497,0.5633,-83,51,2628,-0.0051,8.4050,0.3710,-0.8852,1747,2,2591,-0.0056,9.4419,0.4486,0.9595,1718,2
1.540,12.2,0.535,0.243,0.013,7534,2,-180.8,3518,0.0053,-0.0004,-0.0124,-0.6092,-72,-19,3484,0.0049,-0.0014,0.0392,0.5642,-77,52,2617,-0.0053,8.1336,0.3779,-0.9069,1741,2,2584,-0.0057,9.1149,0.4529,0.9744,1714,2
1.560,12.4,0.562,0.244,0.011,7474,2,-180.7,3515,0.0053,-0.0003,-0.0211,-0.6053,-81,-22,3486,0.0049,-0.0008,0.0604,0.5666,-80,61,2607,-0.0054,7.9919,0.3882,-0.9271,1735,2,2578,-0.0057,8.8557,0.5638,0.9851,1712,3
1.580,12.5,0.591,0.245,0.008,7450,2,-180.7,3512,0.0053,-0.0008,-0.0283,-0.6018,-87,-28,3488,0.0050,-0.0011,0.0104,0.5693,-77,45,2598,-0.0055,7.8910,0.3905,-0.9455,1730,2,2574,-0.0058,8.5971,0.4267,0.9942,1710,2
1.600,12.7,0.618,0.244,0.004,7386,2,-180.5,3510,0.0052,-0.0015,-0.0309,-0.5986,-84,-34,3492,0.0050,-0.0008,0.0162,0.5745,-80,36,2592,-0.0056,7.7636,0.3996,-0.9568,1728,2,2575,-0.0058,8.3989,0.6269,0.9930,1712,3
1.620,12.9,0.619,0.242,0.000,7375,2,519.7,3508,0.0052,-0.0013,-0.0222,-0.5966,-77,-36,3499,0.0051,-0.0010,0.0218,0.5839,-80,30,2596,-0.0055,7.6008,0.4013,-0.9495,1731,2,2587,-0.0056,8.0785,0.4776,0.9685,1721,2
1.640,13.1,0.609,0.240,-0.005,7430,2,515.4,3506,0.0052,-0.0005,-0.0096,-0.5938,-88,-33,3507,0.0052,-0.0010,0.0189,0.5944,-76,23,2601,-0.0055,7.4948,0.4063,-0.9399,1735,2,2601,-0.0055,7.8616,0.5166,0.9390,1732,3
1.660,13.3,0.602,0.238,-0.010,7478,2,-180.7,3504,0.0052,-0.0016,0.0037,-0.5910,-79,-24,3515,0.0053,-0.0006,0.0593,0.6055,-80,39,2608,-0.0054,7.3430,0.4069,-0.9263,1740,2,2618,-0.0053,7.6223,0.4695,0.9046,1745,3
1.680,13.5,0.596,0.237,-0.013,7412,2,-180.6,3501,0.0051,-0.0011,0.0102,-0.5867,-71,-13,3522,0.0054,-0.0008,0.0822,0.6156,-84,61,2612,-0.0053,6.9371,0.4113,-0.9169,1746,2,2634,-0.0051,7.1493,0.5731,0.8736,1758,3
1.700,13.6,0.600,0.238,-0.016,7405,2,-180.5,3497,0.0051,-0.0005,0.0129,-0.5811,-70,-4,3527,0.0054,-0.0013,0.0362,0.6215,-76,55,2609,-0.0054,6.2928,0.4127,-0.9224,1750,3,2639,-0.0050,6.4212,0.5543,0.8618,1768,4
1.720,13.8,0.604,0.240,-0.018,7388,3,-180.5,3492,0.0050,-0.0002,0.0157,-0.5753,-80,3,3529,0.0054,-0.0007,0.0483,0.6241,-78,57,2602,-0.0055,5.4367,0.4169,-0.9368,1755,3,2639,-0.0050,5.5184,0.6820,0.8635,1777,5
1.740,14.0,0.628,0.240,-0.019,7388,3,517.8,3489,0.0050,-0.0008,0.0099,-0.5709,-87,7,3528,0.0054,-0.0008,0.0330,0.6236,-80,53,2593,-0.0056,4.9004,0.4152,-0.9562,1758,4,2632,-0.0051,5.0753,0.4755,0.8770,1781,4
1.760,14.2,0.641,0.240,-0.018,7395,3,516.4,3488,0.0050,-0.0013,0.0044,-0.5690,-86,6,3529,0.0055,-0.0007,0.0964,0.6248,-89,80,2590,-0.0056,4.9729,0.4220,-0.9614,1757,4,2632,-0.0051,5.3295,0.5834,0.8777,1779,5
